,ds,y
128932,2018-12-04,1852
69955,2018-12-05,1846
127976,2018-12-06,1840
130477,2018-12-07,1830
125466,2018-12-09,1815
129889,2018-12-10,1804
112337,2018-12-11,1791
125825,2018-12-12,1787
158627,2018-12-13,1787
127414,2018-12-14,1785
112050,2018-12-15,1785
137549,2018-12-16,1785
137394,2018-12-17,1784
54506,2018-12-18,1784
113113,2018-12-21,1784
137782,2018-12-23,1784
41149,2018-12-24,1784
138715,2018-12-25,1784
156661,2018-12-26,1784
133825,2018-12-27,1784
158872,2018-12-28,1784
98397,2018-12-30,1784
144513,2018-12-31,1784
23165,2019-01-01,1768
110067,2019-01-02,1771
110090,2019-01-03,1772
153737,2019-01-04,1772
112946,2019-01-05,1774
138480,2019-01-06,1774
85931,2019-01-07,1738
144606,2019-01-08,1774
113258,2019-01-09,1783
146765,2019-01-10,1972
113542,2019-01-11,2006
153211,2019-01-12,2014
73602,2019-01-13,2015
131510,2019-01-14,2009
130902,2019-01-15,2092
146829,2019-01-16,2109
6813,2019-01-17,2115
86725,2019-01-18,2126
153272,2019-01-19,2132
138938,2019-01-20,2133
110026,2019-01-21,2134
146770,2019-01-22,2171
110140,2019-01-23,2191
110079,2019-01-24,2199
110217,2019-01-25,2199
124394,2019-01-26,2219
131193,2019-01-27,2219
157087,2019-01-28,2222
109746,2019-01-29,2249
138764,2019-01-30,2260
147342,2019-01-31,2260
157085,2019-02-01,2264
86194,2019-02-02,2270
106432,2019-02-03,2274
147136,2019-02-04,2234
112210,2019-02-05,2288
126555,2019-02-06,2304
153420,2019-02-07,-654
131580,2019-02-08,-639
127524,2019-02-09,-630
84152,2019-02-10,-628
87447,2019-02-11,-627
139150,2019-02-12,-524
132197,2019-02-13,-511
131202,2019-02-14,-500
134171,2019-02-15,-498
36396,2019-02-16,-493
137564,2019-02-17,-493
158732,2019-02-18,-505
132379,2019-02-19,-474
131569,2019-02-20,-475
131268,2019-02-21,-475
139094,2019-02-22,-476
110209,2019-02-23,-474
133923,2019-02-24,-474
86247,2019-02-25,-474
131263,2019-02-26,-453
132137,2019-02-27,-483
109982,2019-02-28,-469
139164,2019-03-01,-457
