,ds,y
1330,2020-02-15,19
588,2020-02-16,19
703,2020-02-17,19
776,2020-02-18,19
536,2020-02-19,19
557,2020-02-20,19
4680,2020-02-23,19
1328,2020-02-24,19
6552,2020-02-25,19
1637,2020-02-26,19
6540,2020-02-27,19
6431,2020-02-29,19
1745,2020-03-01,19
1753,2020-03-02,19
1735,2020-03-03,19
915,2020-03-04,19
4262,2020-03-05,19
2178,2020-03-08,19
5204,2020-03-09,19
689,2020-03-10,19
4552,2020-03-11,19
3472,2020-03-12,19
6012,2020-03-14,19
809,2020-03-15,19
62,2020-03-16,19
2450,2020-03-17,19
3713,2020-03-18,19
4350,2020-03-19,19
1334,2020-03-20,19
4605,2020-03-22,19
4270,2020-03-23,19
2253,2020-03-24,19
2556,2020-03-26,19
705,2020-03-29,19
2017,2020-03-30,19
1834,2020-03-31,19
4663,2020-04-01,19
5889,2020-04-02,19
1731,2020-04-07,19
1627,2020-04-08,19
1324,2020-04-11,19
2032,2020-04-15,19
66,2020-04-16,19
2640,2020-04-19,19
4258,2020-04-22,19
2434,2020-04-29,19
2638,2020-04-30,19
4870,2020-05-03,19
4588,2020-05-04,19
4832,2020-05-06,19
4878,2020-05-10,19
3243,2020-05-11,19
6543,2020-05-13,19
357,2020-05-14,19
481,2020-05-19,18
690,2020-05-24,18
87,2020-05-27,18
6212,2020-05-31,18
4257,2020-06-01,18
3840,2020-06-02,18
3474,2020-06-04,18
638,2020-06-09,18
3718,2020-06-11,18
5091,2020-06-25,18
4366,2020-06-28,18
3497,2020-06-30,18
2886,2020-07-05,18
3610,2020-07-06,18
4668,2020-07-07,18
4837,2020-07-14,18
1713,2020-07-16,18
701,2020-07-22,18
2418,2020-07-28,18
362,2020-07-29,18
665,2020-08-02,18
3122,2020-08-03,18
183,2020-08-05,18
3225,2020-08-06,18
3136,2020-08-09,18
1525,2020-08-11,18
4418,2020-08-17,18
2183,2020-08-24,18
3466,2020-08-26,18
3972,2020-08-27,18
1899,2020-08-31,18
685,2020-09-07,18
3711,2020-09-10,18
3808,2020-09-13,18
3819,2020-09-20,18
6029,2020-09-24,18
4007,2020-09-28,18
2636,2020-09-29,18
890,2020-09-30,18
2540,2020-10-04,18
707,2020-10-05,18
2546,2020-10-06,18
813,2020-10-07,18
1854,2020-10-08,18
3112,2020-10-12,18
3637,2020-10-13,18
1939,2020-10-14,18
3253,2020-10-19,18
885,2020-10-20,18
1949,2020-10-22,18
391,2020-10-25,18
306,2020-10-26,18
3138,2020-10-27,18
1504,2020-10-28,19
1896,2020-10-29,19
3516,2020-11-01,19
3257,2020-11-02,19
3416,2020-11-03,20
3554,2020-11-05,20
3558,2020-11-08,20
3628,2020-11-09,20
3633,2020-11-10,20
704,2020-11-11,20
814,2020-11-15,20
2572,2020-11-16,20
6039,2020-11-17,20
3132,2020-11-18,20
3244,2020-11-19,20
777,2020-11-22,20
3207,2020-11-23,20
3809,2020-11-24,20
3559,2020-11-25,20
4685,2020-11-26,20
1285,2020-11-29,20
3599,2020-11-30,20
3607,2020-12-01,20
1171,2020-12-02,20
3106,2020-12-08,20
4995,2020-12-09,20
1717,2020-12-13,20
3662,2020-12-14,20
6032,2020-12-17,20
771,2020-12-31,20
2854,2021-01-03,20
4009,2021-01-04,20
1375,2021-01-05,20
1746,2021-01-06,20
4977,2021-01-07,20
6235,2021-01-10,19
2879,2021-01-11,19
861,2021-01-12,19
3127,2021-01-13,19
523,2021-01-14,19
1616,2021-01-17,19
2866,2021-01-18,19
4984,2021-01-19,19
3111,2021-01-20,19
4979,2021-01-21,19
4388,2021-01-24,19
652,2021-01-25,19
4607,2021-01-26,19
6041,2021-01-27,19
1541,2021-01-28,19
5076,2021-01-31,19
2477,2021-02-01,19
5002,2021-02-02,19
557,2021-02-03,19
1941,2021-02-04,19
3807,2021-02-07,19
1894,2021-02-08,19
4819,2021-02-09,19
3623,2021-02-10,19
4470,2021-02-11,19
2276,2021-02-14,19
3768,2021-02-15,18
4274,2021-02-16,18
3802,2021-02-17,18
1460,2021-02-21,18
3222,2021-02-23,18
5852,2021-02-24,18
3511,2021-02-28,18
2367,2021-03-01,17
5014,2021-03-02,17
395,2021-03-03,17
4010,2021-03-04,17
4039,2021-03-05,18
392,2021-03-07,18
718,2021-03-08,18
466,2021-03-09,18
5009,2021-03-11,18
4005,2021-03-14,18
3673,2021-03-15,17
3436,2021-03-16,17
710,2021-03-17,17
725,2021-03-18,17
2185,2021-03-21,18
1180,2021-03-22,18
4157,2021-03-23,18
2170,2021-03-24,18
717,2021-03-25,18
1644,2021-03-26,18
2775,2021-03-27,18
4380,2021-03-28,18
1248,2021-03-29,18
4174,2021-03-30,18
1887,2021-03-31,18
1893,2021-04-01,18
4838,2021-04-03,18
3606,2021-04-04,18
4377,2021-04-05,18
1300,2021-04-06,18
4175,2021-04-07,18
1948,2021-04-08,18
3877,2021-04-11,18
4234,2021-04-12,18
1407,2021-04-13,18
764,2021-04-14,19
1647,2021-04-15,19
920,2021-04-17,19
4339,2021-04-18,19
3724,2021-04-19,19
3723,2021-04-20,20
1339,2021-04-21,20
4378,2021-04-22,20
3853,2021-04-23,20
1649,2021-04-25,20
5884,2021-04-26,20
4504,2021-04-27,20
1095,2021-04-28,20
6394,2021-04-29,20
6406,2021-04-30,19
1181,2021-05-01,19
4845,2021-05-02,19
3569,2021-05-03,19
3602,2021-05-04,19
2571,2021-05-05,19
