Year,Quarter,Month,Day,SmartStart ECD - FBProphet,SmartStart ECD - SS Targets
2024,Qtr 3,August,27,8064.017957827426,17456
2024,Qtr 3,August,28,8068.832670033474,17463
2024,Qtr 3,August,29,8076.028389907019,17487
2024,Qtr 3,August,30,8081.971570519489,17489
2024,Qtr 3,August,31,8087.959611002097,17491
2024,Qtr 3,September,1,8093.443029267111,17498
2024,Qtr 3,September,2,8097.442391028737,17502
2024,Qtr 3,September,3,8105.430347466779,17530
2024,Qtr 3,September,4,8111.249975132535,17535
2024,Qtr 3,September,5,8119.315107234614,17543
2024,Qtr 3,September,6,8125.974901366218,17549
2024,Qtr 3,September,7,8132.513659106989,17568
2024,Qtr 3,September,8,8138.373336751969,17575
2024,Qtr 3,September,9,8142.570679065311,17580
2024,Qtr 3,September,10,8150.579322922084,17593
2024,Qtr 3,September,11,8156.248063071443,17600
2024,Qtr 3,September,12,8164.000971937862,17601
2024,Qtr 3,September,13,8170.201625354518,17605
2024,Qtr 3,September,14,8176.152460336963,17646
2024,Qtr 3,September,15,8181.316718342165,17648
2024,Qtr 3,September,16,8184.734923192272,17676
2024,Qtr 3,September,17,8191.906260377209,17685
2024,Qtr 3,September,18,8196.706071794548,17692
2024,Qtr 3,September,19,8203.585180989618,17692
2024,Qtr 3,September,20,8208.933324566082,17713
2024,Qtr 3,September,21,8214.07773957243,17713
2024,Qtr 3,September,22,8218.50438322132,17715
2024,Qtr 3,September,23,8221.273755566424,17715
2024,Qtr 3,September,24,8227.901711192435,17717
2024,Qtr 3,September,25,8232.276490640259,17735
2024,Qtr 3,September,26,8238.857700122682,17737
2024,Qtr 3,September,27,8244.03952512369,17738
2024,Qtr 3,September,28,8249.149233747643,17741
2024,Qtr 3,September,29,8253.668448199367,17748
2024,Qtr 3,September,30,8256.649152950002,17748
2024,Qtr 4,October,1,8263.594819547896,17750
2024,Qtr 4,October,2,8268.377868861007,17765
2024,Qtr 4,October,3,8275.439185831958,17797
2024,Qtr 4,October,4,8281.15195573416,17799
2024,Qtr 4,October,5,8286.820858560372,17808
2024,Qtr 4,October,6,8291.904078638885,17825
2024,Qtr 4,October,7,8295.430075336764,17832
2024,Qtr 4,October,8,8302.879471386457,17836
2024,Qtr 4,October,9,8308.103256177605,17862
2024,Qtr 4,October,10,8315.522996333946,17862
2024,Qtr 4,October,11,8321.495301171824,17871
2024,Qtr 4,October,12,8327.311560294485,17881
2024,Qtr 4,October,13,8332.420393639448,17885
2024,Qtr 4,October,14,8335.844746168133,17893
2024,Qtr 4,October,15,8343.06397358676,17902
2024,Qtr 4,October,16,8347.932110125783,17908
2024,Qtr 4,October,17,8354.87800841233,17909
2024,Qtr 4,October,18,8360.269600851294,17923
2024,Qtr 4,October,19,8365.413305645206,17934
2024,Qtr 4,October,20,8369.776027535112,17938
2024,Qtr 4,October,21,8372.401698819116,17964
2024,Qtr 4,October,22,8378.792723615383,17968
2024,Qtr 4,October,23,8382.827535692568,17997
2024,Qtr 4,October,24,8388.959981345426,18000
2024,Qtr 4,October,25,8393.582799681712,18020
2024,Qtr 4,October,26,8398.026247225642,18027
2024,Qtr 4,October,27,8401.7793408073,18058
2024,Qtr 4,October,28,8403.905687579561,18088
2024,Qtr 4,October,29,8409.924287110547,18089
2024,Qtr 4,October,30,8413.726535890835,18091
2024,Qtr 4,October,31,8419.775163176968,18095
2024,Qtr 4,November,1,8424.467384878388,18105
2024,Qtr 4,November,2,8429.133333190086,18108
2024,Qtr 4,November,3,8433.257242857633,18112
2024,Qtr 4,November,4,8435.893365730657,18123
2024,Qtr 4,November,5,8442.546997163901,18125
2024,Qtr 4,November,6,8447.091839036204,18131
2024,Qtr 4,November,7,8453.96941870658,18137
2024,Qtr 4,November,8,8459.552837246825,18139
2024,Qtr 4,November,9,8465.14588789848,18141
2024,Qtr 4,November,10,8470.20500598111,18161
2024,Qtr 4,November,11,8473.755999910994,18161
2024,Qtr 4,November,12,8481.275923194496,18163
2024,Qtr 4,November,13,8486.611287464693,18172
2024,Qtr 4,November,14,8494.17831089557,18178
2024,Qtr 4,November,15,8500.327450798783,18188
2024,Qtr 4,November,16,8506.343237990364,18197
2024,Qtr 4,November,17,8511.666852658143,18211
2024,Qtr 4,November,18,8515.31337239628,18216
2024,Qtr 4,November,19,8522.754036347835,18237
2024,Qtr 4,November,20,8527.834713149412,18243
2024,Qtr 4,November,21,8534.976258561912,18251
2024,Qtr 4,November,22,8540.539007328576,18274
2024,Qtr 4,November,23,8545.822416911198,18293
2024,Qtr 4,November,24,8550.28730724013,18307
2024,Qtr 4,November,25,8552.97263577788,18310
2024,Qtr 4,November,26,8559.3771644636,18332
2024,Qtr 4,November,27,8563.377222497886,18340
2024,Qtr 4,November,28,8569.426270295779,18344
2024,Qtr 4,November,29,8573.918531218098,18346
2024,Qtr 4,November,30,8578.18773279337,18352
2024,Qtr 4,December,1,8581.728426928898,18359
2024,Qtr 4,December,2,8583.611854344816,18373
2024,Qtr 4,December,3,8589.366735554786,18381
2024,Qtr 4,December,4,8592.896217187092,18387
2024,Qtr 4,December,5,8598.676702166604,18389
2024,Qtr 4,December,6,8603.120851246389,18392
2024,Qtr 4,December,7,8607.575815559196,18398
2024,Qtr 4,December,8,8611.544184202432,18399
2024,Qtr 4,December,9,8614.09962273918,18420
2024,Qtr 4,December,10,8620.767591410284,18426
2024,Qtr 4,December,11,8625.442373953934,18428
2024,Qtr 4,December,12,8632.586143224451,18439
2024,Qtr 4,December,13,8638.592344402005,18453
2024,Qtr 4,December,14,8644.78444459052,18482
2024,Qtr 4,December,15,8650.637518080244,18484
2024,Qtr 4,December,16,8655.19462498133,18488
2024,Qtr 4,December,17,8663.948350932465,18513
2024,Qtr 4,December,18,8670.758715384234,18519
2024,Qtr 4,December,19,8680.053149623149,18523
2024,Qtr 4,December,20,8688.190799395648,18536
2024,Qtr 4,December,21,8696.462174840608,18543
2024,Qtr 4,December,22,8704.311591514926,18544
2024,Qtr 4,December,23,8710.754336060681,18565
2024,Qtr 4,December,24,8721.258902090123,18568
2024,Qtr 4,December,25,8729.665484329718,18580
2024,Qtr 4,December,26,8740.38641595878,18592
2024,Qtr 4,December,27,8749.770791466706,18611
2024,Qtr 4,December,28,8759.104289253895,18618
2024,Qtr 4,December,29,8767.831633571033,18619
2024,Qtr 4,December,30,8774.97362956161,18627
2024,Qtr 4,December,31,8786.009121595302,
2025,Qtr 1,January,1,8794.793071796857,18632
2025,Qtr 1,January,2,8805.756456557307,18649
2025,Qtr 1,January,3,8815.270239809413,18720
2025,Qtr 1,January,4,8824.644456871594,18730
2025,Qtr 1,January,5,8833.349870578972,18732
2025,Qtr 1,January,6,8840.43415748637,18767
2025,Qtr 1,January,7,8851.402999541668,18774
2025,Qtr 1,January,8,8860.137303798709,18774
2025,Qtr 1,January,9,8871.092273323828,18778
2025,Qtr 1,January,10,8880.660612407259,18786
2025,Qtr 1,January,11,8890.170922465528,18794
2025,Qtr 1,January,12,8899.108770529938,18796
2025,Qtr 1,January,13,8906.532405290794,18823
2025,Qtr 1,January,14,8917.95350978983,18833
2025,Qtr 1,January,15,8927.254223138381,18838
2025,Qtr 1,January,16,8938.88616005552,18845
2025,Qtr 1,January,17,8949.233712650366,18852
2025,Qtr 1,January,18,8959.612687787667,18862
2025,Qtr 1,January,19,8969.491754619907,18865
2025,Qtr 1,January,20,8977.908665897468,18869
2025,Qtr 1,January,21,8990.351627085201,
2025,Qtr 1,January,22,9000.677027335305,18889
2025,Qtr 1,January,23,9013.3092400634,18892
2025,Qtr 1,January,24,9024.604754403332,18895
2025,Qtr 1,January,25,9035.851666310873,18910
2025,Qtr 1,January,26,9046.491978631744,18914
2025,Qtr 1,January,27,9055.538648520389,18941
2025,Qtr 1,January,28,9068.457731793807,18943
2025,Qtr 1,January,29,9079.086815323277,18945
2025,Qtr 1,January,30,9091.835424431514,18946
2025,Qtr 1,January,31,9103.04964856524,18959
2025,Qtr 1,February,1,9114.011999306642,18971
2025,Qtr 1,February,2,9124.163939058906,18982
2025,Qtr 1,February,3,9132.523011855927,
2025,Qtr 1,February,4,9144.564923187647,18991
2025,Qtr 1,February,5,9154.141761569761,18997
2025,Qtr 1,February,6,9165.682054717356,19003
2025,Qtr 1,February,7,9175.554913575499,19004
2025,Qtr 1,February,8,9185.069292047925,19007
2025,Qtr 1,February,9,9193.69581792487,19010
2025,Qtr 1,February,10,9200.483146510547,19022
2025,Qtr 1,February,11,9210.939206186487,19025
2025,Qtr 1,February,12,9218.94855262593,
2025,Qtr 1,February,13,9228.971549443933,19031
2025,Qtr 1,February,14,9237.40765367297,19039
2025,Qtr 1,February,15,9245.593858520268,19042
2025,Qtr 1,February,16,9253.025772285297,19049
2025,Qtr 1,February,17,9258.773306398552,19059
2025,Qtr 1,February,18,9268.361360740137,19072
2025,Qtr 1,February,19,9275.686738791392,19073
2025,Qtr 1,February,20,9285.217022702494,19104
2025,Qtr 1,February,21,9293.353695074766,19116
2025,Qtr 1,February,22,9301.430564196555,19119
2025,Qtr 1,February,23,9308.93497165355,19134
2025,Qtr 1,February,24,9314.92375108554,19145
2025,Qtr 1,February,25,9324.904317961726,19148
2025,Qtr 1,February,26,9332.752110795993,19154
2025,Qtr 1,February,27,9342.910098273538,19154
2025,Qtr 1,February,28,9351.752620461433,19175
2025,Qtr 1,March,1,9360.58459975457,19180
2025,Qtr 1,March,2,9368.86357755211,19185
2025,Qtr 1,March,3,9375.616521348524,19193
2025,Qtr 1,March,4,9386.321757568712,19210
2025,Qtr 1,March,5,9394.827226289954,19215
2025,Qtr 1,March,6,9405.550749017775,19224
2025,Qtr 1,March,7,9414.844556035212,19224
2025,Qtr 1,March,8,9423.995089604232,19231
2025,Qtr 1,March,9,9432.445522480168,19232
2025,Qtr 1,March,10,9439.212923201772,19237
2025,Qtr 1,March,11,9449.770413951459,19238
2025,Qtr 1,March,12,9457.965511546357,19249
2025,Qtr 1,March,13,9468.220341244141,19252
2025,Qtr 1,March,14,9476.895972526585,19255
2025,Qtr 1,March,15,9485.29189981364,19271
2025,Qtr 1,March,16,9492.868118059498,19273
2025,Qtr 1,March,17,9498.661738674937,19275
2025,Qtr 1,March,18,9508.168508614452,19283
2025,Qtr 1,March,19,9515.26044277877,19284
2025,Qtr 1,March,20,9524.385280961435,19301
2025,Qtr 1,March,21,9531.930041355765,19308
2025,Qtr 1,March,22,9539.219717053174,19328
2025,Qtr 1,March,23,9545.73858888937,19345
2025,Qtr 1,March,24,9550.546122717999,19370
2025,Qtr 1,March,25,9559.157835147631,19382
2025,Qtr 1,March,26,9565.462357026865,19384
2025,Qtr 1,March,27,9573.920422415355,19395
2025,Qtr 1,March,28,9580.928068460542,19415
2025,Qtr 1,March,29,9587.815102520868,19429
2025,Qtr 1,March,30,9594.066316025992,19435
2025,Qtr 1,March,31,9598.737415342526,19463
2025,Qtr 2,April,1,9607.336051875536,19472
2025,Qtr 2,April,2,9613.739174957585,19478
2025,Qtr 2,April,3,9622.392425789665,19482
2025,Qtr 2,April,4,9629.673844936264,19488
2025,Qtr 2,April,5,9636.892933752904,19498
2025,Qtr 2,April,6,9643.512530718866,19501
2025,Qtr 2,April,7,9648.565452434299,19528
2025,Qtr 2,April,8,9657.536259634096,
2025,Qtr 2,April,9,9664.279349185606,19543
2025,Qtr 2,April,10,9673.219067725258,19550
2025,Qtr 2,April,11,9680.714097482793,19556
2025,Qtr 2,April,12,9688.057134034312,19558
2025,Qtr 2,April,13,9694.697298253923,19562
2025,Qtr 2,April,14,9699.657216015723,19572
2025,Qtr 2,April,15,9708.415112768798,19599
2025,Qtr 2,April,16,9714.823114094934,19603
2025,Qtr 2,April,17,9723.30744170989,19613
2025,Qtr 2,April,18,9730.23275310699,19629
2025,Qtr 2,April,19,9736.901646143831,19634
2025,Qtr 2,April,20,9742.77677625795,19634
2025,Qtr 2,April,21,9746.89752896745,19654
2025,Qtr 2,April,22,9754.761607292514,19657
2025,Qtr 2,April,23,9760.24274074719,19665
2025,Qtr 2,April,24,9767.790223457114,19669
2025,Qtr 2,April,25,9773.79254970182,19681
2025,Qtr 2,April,26,9779.576189678719,19687
2025,Qtr 2,April,27,9784.626975416513,19696
2025,Qtr 2,April,28,9788.006061808519,19705
2025,Qtr 2,April,29,9795.230844113908,19714
2025,Qtr 2,April,30,9800.19205902937,19740
2025,Qtr 2,May,1,9807.352795462244,19764
2025,Qtr 2,May,2,9813.111699439665,19774
2025,Qtr 2,May,3,9818.801429158186,19777
2025,Qtr 2,May,4,9823.909839980202,19798
2025,Qtr 2,May,5,9827.495870597282,19822
2025,Qtr 2,May,6,9835.070514137236,19830
2025,Qtr 2,May,7,9840.514099850263,19838
2025,Qtr 2,May,8,9848.275606182138,19840
2025,Qtr 2,May,9,9854.736280648034,19855
2025,Qtr 2,May,10,9861.208610060738,19869
2025,Qtr 2,May,11,9867.15810541187,19877
2025,Qtr 2,May,12,9871.61985452553,19879
2025,Qtr 2,May,13,9880.080206111159,19882
2025,Qtr 2,May,14,9886.39478925656,19893
2025,Qtr 2,May,15,9894.988566780698,19902
2025,Qtr 2,May,16,9902.22017535087,19909
2025,Qtr 2,May,17,9909.381573968916,19933
2025,Qtr 2,May,18,9915.920444397736,19935
2025,Qtr 2,May,19,9920.857277770872,19962
2025,Qtr 2,May,20,9929.66749455831,19996
2025,Qtr 2,May,21,9936.199788400843,19998
2025,Qtr 2,May,22,9944.876382043,20022
2025,Qtr 2,May,23,9952.057441734765,20029
2025,Qtr 2,May,24,9959.040669032354,20029
2025,Qtr 2,May,25,9965.28351484731,20036
2025,Qtr 2,May,26,9969.819955188117,20041
2025,Qtr 2,May,27,9978.142184748387,20054
2025,Qtr 2,May,28,9984.118431355111,20072
2025,Qtr 2,May,29,9992.192595163724,20076
2025,Qtr 2,May,30,9998.747977322522,20078
2025,Qtr 2,May,31,10005.10613754265,20105
2025,Qtr 2,June,1,10010.74834747488,20111
2025,Qtr 2,June,2,10014.73160227938,20119
2025,Qtr 2,June,3,10022.56956969131,20127
2025,Qtr 2,June,4,10028.14970225835,20138
2025,Qtr 2,June,5,10035.93223813461,20142
2025,Qtr 2,June,6,10042.31337483899,20155
2025,Qtr 2,June,7,10048.62367269316,20171
2025,Qtr 2,June,8,10054.34916918772,20176
2025,Qtr 2,June,9,10058.54717764004,20198
2025,Qtr 2,June,10,10066.72715671272,20220
2025,Qtr 2,June,11,10072.7678797939,20227
2025,Qtr 2,June,12,10081.1166288928,20245
2025,Qtr 2,June,13,10088.15269267714,20255
2025,Qtr 2,June,14,10095.18621666166,20256
2025,Qtr 2,June,15,10101.67987440834,20261
2025,Qtr 2,June,16,10106.66531738383,20265
2025,Qtr 2,June,17,10115.62477144818,20270
2025,Qtr 2,June,18,10122.40898804128,20272
2025,Qtr 2,June,19,10131.4372520568,20282
2025,Qtr 2,June,20,10139.06170229888,20300
2025,Qtr 2,June,21,10146.56698842841,20317
2025,Qtr 2,June,22,10153.3927094944,20329
2025,Qtr 2,June,23,10158.55056896987,
2025,Qtr 2,June,24,10167.50659325068,20344
2025,Qtr 2,June,25,10174.09960300381,20351
2025,Qtr 2,June,26,10182.74162356641,20354
2025,Qtr 2,June,27,10189.78247786835,20366
2025,Qtr 2,June,28,10196.50957710329,20378
2025,Qtr 2,June,29,10202.37034957062,20380
2025,Qtr 2,June,30,10206.38924209154,20386
2025,Qtr 3,July,1,10214.04964462817,20407
2025,Qtr 3,July,2,10219.21193525337,20433
2025,Qtr 3,July,3,10226.31334331031,20557
2025,Qtr 3,July,4,10231.7318894195,20634
2025,Qtr 3,July,5,10236.78543585734,20647
2025,Qtr 3,July,6,10240.95330861494,
2025,Qtr 3,July,7,10243.29244841322,20770
2025,Qtr 3,July,8,10249.31846549849,20788
2025,Qtr 3,July,9,10252.92282018415,20839
2025,Qtr 3,July,10,10258.57185169569,20860
2025,Qtr 3,July,11,10262.66993787557,20875
2025,Qtr 3,July,12,10266.55784165603,20906
2025,Qtr 3,July,13,10269.73372582227,20919
2025,Qtr 3,July,14,10271.26881079631,20942
2025,Qtr 3,July,15,10276.68806444802,20957
2025,Qtr 3,July,16,10279.88715639326,21014
2025,Qtr 3,July,17,10285.33140583407,21021
2025,Qtr 3,July,18,10289.41900780495,21045
2025,Qtr 3,July,19,10293.47959178014,21069
2025,Qtr 3,July,20,10296.99558800504,21146
2025,Qtr 3,July,21,10299.01836609078,21147
2025,Qtr 3,July,22,10305.04952095202,21162
2025,Qtr 3,July,23,10308.95852128751,21172
2025,Qtr 3,July,24,10315.18242956539,21214
2025,Qtr 3,July,25,10320.08995603626,21258
2025,Qtr 3,July,26,10324.98087678752,21276
2025,Qtr 3,July,27,10329.30826635806,21287
2025,Qtr 3,July,28,10332.09548442792,21360
2025,Qtr 3,July,29,10338.81826718562,21448
2025,Qtr 3,July,30,10343.32311535556,21451
2025,Qtr 3,July,31,10350.02766656489,21467
2025,Qtr 3,August,1,10355.28529584402,21493
2025,Qtr 3,August,2,10360.3849586428,21520
2025,Qtr 3,August,3,10364.7737148011,21531
2025,Qtr 3,August,4,10367.47386480822,21532
2025,Qtr 3,August,5,10373.96504490954,21572
2025,Qtr 3,August,6,10378.1024732485,21602
2025,Qtr 3,August,7,10384.3170391696,21622
2025,Qtr 3,August,8,10388.97948802894,21624
2025,Qtr 3,August,9,10393.39972830006,21630
2025,Qtr 3,August,10,10397.04871530504,21634
2025,Qtr 3,August,11,10398.97486181594,21653
2025,Qtr 3,August,12,10404.6853434572,
2025,Qtr 3,August,13,10408.06351430503,21782
2025,Qtr 3,August,14,10413.56814917108,21794
2025,Qtr 3,August,15,10417.59678971948,21798
2025,Qtr 3,August,16,10421.48424572153,21810
2025,Qtr 3,August,17,10424.72372929272,21850
2025,Qtr 3,August,18,10426.38259418201,21860
2025,Qtr 3,August,19,10431.98306754397,21869
2025,Qtr 3,August,20,10435.41920619619,21910
2025,Qtr 3,August,21,10441.15580708097,21929
2025,Qtr 3,August,22,10445.59155855468,21930
2025,Qtr 3,August,23,10450.05748925438,21959
2025,Qtr 3,August,24,10454.03819365038,21989
2025,Qtr 3,August,25,10456.58780340641,21996
2025,Qtr 3,August,26,10463.21108491273,22024
2025,Qtr 3,August,27,10467.78088402601,22029
2025,Qtr 3,August,28,10474.73763319302,22153
2025,Qtr 3,August,29,10480.45318989942,22169
2025,Qtr 3,August,30,10486.23004289791,22212
2025,Qtr 3,August,31,10491.52334301565,22217
2025,Qtr 3,September,1,10495.35770400261,22224
2025,Qtr 3,September,2,10503.20912947247,22232
2025,Qtr 3,September,3,10508.92326272012,22238
2025,Qtr 3,September,4,10516.91565112132,22265
2025,Qtr 3,September,5,10523.53627205212,22355
2025,Qtr 3,September,6,10530.06933689247,22393
2025,Qtr 3,September,7,10535.95581271992,22430
2025,Qtr 3,September,8,10540.21059315902,22472
2025,Qtr 3,September,9,10548.30466404577,22496
2025,Qtr 3,September,10,10554.08345420215,22507
2025,Qtr 3,September,11,10561.96706062402,22530
2025,Qtr 3,September,12,10568.31459676655,22602
2025,Qtr 3,September,13,10574.42368632586,22636
2025,Qtr 3,September,14,10579.75255186337,
2025,Qtr 3,September,15,10583.33664308803,22804
2025,Qtr 3,September,16,10590.67016701049,22823
2025,Qtr 3,September,17,10595.623729526,22927
2025,Qtr 3,September,18,10602.64379912011,22947
2025,Qtr 3,September,19,10608.11626426088,22961
2025,Qtr 3,September,20,10613.36513056135,22962
2025,Qtr 3,September,21,10617.87383084221,22969
2025,Qtr 3,September,22,10620.70111608336,22973
2025,Qtr 3,September,23,10627.36191135216,22979
2025,Qtr 3,September,24,10631.74436618926,22984
2025,Qtr 3,September,25,10638.3088275287,23047
2025,Qtr 3,September,26,10643.45102104274,23075
2025,Qtr 3,September,27,10648.50049784155,23078
2025,Qtr 3,September,28,10652.9418267059,23125
2025,Qtr 3,September,29,10655.83050288433,23133
2025,Qtr 3,September,30,10662.67395649467,23148
2025,Qtr 4,October,1,10667.34888490877,
2025,Qtr 4,October,2,10674.30062819678,23217
2025,Qtr 4,October,3,10679.90686089818,23231
2025,Qtr 4,October,4,10685.47664118374,23254
2025,Qtr 4,October,5,10690.47227895796,23256
2025,Qtr 4,October,6,10693.92597310222,23276
2025,Qtr 4,October,7,10701.32157849277,23330
2025,Qtr 4,October,8,10706.51270386582,23377
2025,Qtr 4,October,9,10713.92283610039,23385
2025,Qtr 4,October,10,10719.90974118829,23421
2025,Qtr 4,October,11,10725.76516115935,23427
2025,Qtr 4,October,12,10730.93724857249,23466
2025,Qtr 4,October,13,10734.44767129447,23515
2025,Qtr 4,October,14,10741.77373371065,23519
2025,Qtr 4,October,15,10746.76670437826,23605
2025,Qtr 4,October,16,10753.85203839744,23614
2025,Qtr 4,October,17,10759.39374146476,23651
2025,Qtr 4,October,18,10764.69389566987,23745
2025,Qtr 4,October,19,10769.21479351881,23808
2025,Qtr 4,October,20,10771.99562172091,23904
2025,Qtr 4,October,21,10778.53405338321,23962
2025,Qtr 4,October,22,10782.70395444046,23976
2025,Qtr 4,October,23,10788.95491126308,23977
2025,Qtr 4,October,24,10793.6758473716,23985
2025,Qtr 4,October,25,10798.19377195483,24012
2025,Qtr 4,October,26,10801.99513030997,24020
2025,Qtr 4,October,27,10804.1417216681,24027
2025,Qtr 4,October,28,10810.15156655123,24028
2025,Qtr 4,October,29,10813.91595185984,24054
2025,Qtr 4,October,30,10819.89838120017,24071
2025,Qtr 4,October,31,10824.49771651992,24120
2025,Qtr 4,November,1,10829.04656891111,24153
2025,Qtr 4,November,2,10833.03242041734,24233
2025,Qtr 4,November,3,10835.51345022149,24286
2025,Qtr 4,November,4,10841.99945121461,24289
2025,Qtr 4,November,5,10846.36906480931,24295
2025,Qtr 4,November,6,10853.06905697445,24296
2025,Qtr 4,November,7,10858.47791294496,24332
2025,Qtr 4,November,8,10863.90479600803,24337
2025,Qtr 4,November,9,10868.81133625369,24350
2025,Qtr 4,November,10,10872.22820368249,24369
2025,Qtr 4,November,11,10879.63683020052,24411
2025,Qtr 4,November,12,10884.88748503211,24417
2025,Qtr 4,November,13,10892.39940200951,24441
2025,Qtr 4,November,14,10898.52521121111,24449
2025,Qtr 4,November,15,10904.55069563311,24522
2025,Qtr 4,November,16,10909.91731506307,24549
2025,Qtr 4,November,17,10913.63942952293,24557
2025,Qtr 4,November,18,10921.18656713741,24586
2025,Qtr 4,November,19,10926.40192421849,
2025,Qtr 4,November,20,10933.70278272438,24630
2025,Qtr 4,November,21,10939.44508810369,24667
2025,Qtr 4,November,22,10944.92320288159,24697
2025,Qtr 4,November,23,10949.59227713143,24736
2025,Qtr 4,November,24,10952.48517152483,24744
2025,Qtr 4,November,25,10959.0942854095,24746
2025,Qtr 4,November,26,10963.28948936275,24771
2025,Qtr 4,November,27,10969.51786277345,24792
2025,Qtr 4,November,28,10974.16749816122,24905
2025,Qtr 4,November,29,10978.5664090589,24963
2025,Qtr 4,November,30,10982.20400622749,24980
2025,Qtr 4,December,1,10984.14710300172,24992
2025,Qtr 4,December,2,10989.92082807658,25032
2025,Qtr 4,December,3,10993.42567105382,25046
2025,Qtr 4,December,4,10999.13638643477,25092
2025,Qtr 4,December,5,11003.46504143672,25110
2025,Qtr 4,December,6,11007.75926597542,25112
2025,Qtr 4,December,7,11011.52318832402,25115
2025,Qtr 4,December,8,11013.83303266591,25120
2025,Qtr 4,December,9,11020.21776850084,25210
2025,Qtr 4,December,10,11024.57604476181,25278
2025,Qtr 4,December,11,11031.37513753505,25394
2025,Qtr 4,December,12,11037.01419553797,25445
2025,Qtr 4,December,13,11042.82283608031,25452
2025,Qtr 4,December,14,11048.28256516435,25470
2025,Qtr 4,December,15,11052.44298413561,25479
2025,Qtr 4,December,16,11060.80315548093,25514
2025,Qtr 4,December,17,11067.2293402154,25520
2025,Qtr 4,December,18,11076.15481286898,25574
2025,Qtr 4,December,19,11083.94401354272,25584
2025,Qtr 4,December,20,11091.89206398454,25589
2025,Qtr 4,December,21,11099.44709522001,25591
2025,Qtr 4,December,22,11105.62732343807,25592
2025,Qtr 4,December,23,11115.90322217036,25611
2025,Qtr 4,December,24,11124.11598050747,25630
2025,Qtr 4,December,25,11134.67793318161,25657
2025,Qtr 4,December,26,11143.93720490049,25684
2025,Qtr 4,December,27,11153.17758238528,25759
2025,Qtr 4,December,28,11161.84105212454,25823
2025,Qtr 4,December,29,11168.94493526481,25870
2025,Qtr 4,December,30,11179.96396678785,25895
2025,Qtr 4,December,31,11188.74851223864,25901
2026,Qtr 1,January,1,11199.72461565397,25932
2026,Qtr 1,January,2,11209.25813296251,25935
2026,Qtr 1,January,3,11218.65397990664,25946
2026,Qtr 1,January,4,11227.37795134791,25952
2026,Qtr 1,January,5,11234.47306492275,25984
2026,Qtr 1,January,6,11245.44079980858,26074
2026,Qtr 1,January,7,11254.1584488457,26079
2026,Qtr 1,January,8,11265.07830328636,26169
2026,Qtr 1,January,9,11274.59094995344,26207
2026,Qtr 1,January,10,11284.02373451608,26207
2026,Qtr 1,January,11,11292.86187082679,26219
2026,Qtr 1,January,12,11300.16417012272,26224
2026,Qtr 1,January,13,11311.44377883423,26234
2026,Qtr 1,January,14,11320.58515785436,26242
2026,Qtr 1,January,15,11332.04303335138,26273
2026,Qtr 1,January,16,11342.20560560878,26409
2026,Qtr 1,January,17,11352.39307200297,26465
2026,Qtr 1,January,18,11362.07894210231,26479
2026,Qtr 1,January,19,11370.30611242836,26484
2026,Qtr 1,January,20,11382.56807924931,26486
2026,Qtr 1,January,21,11392.72650808331,26513
2026,Qtr 1,January,22,11405.210872435,26531
2026,Qtr 1,January,23,11416.38242782704,26693
2026,Qtr 1,January,24,11427.5335545516,26751
2026,Qtr 1,January,25,11438.10992284522,26870
2026,Qtr 1,January,26,11447.12742286584,26873
2026,Qtr 1,January,27,11460.05421253622,26942
2026,Qtr 1,January,28,11470.72907722402,26954
2026,Qtr 1,January,29,11483.5617903955,27020
2026,Qtr 1,January,30,11494.89771992357,27063
2026,Qtr 1,January,31,11506.01769472354,27103
2026,Qtr 1,February,1,11516.36056984457,27108
2026,Qtr 1,February,2,11524.94042044939,27133
2026,Qtr 1,February,3,11537.22870977571,27149
2026,Qtr 1,February,4,11547.07262128402,27159
2026,Qtr 1,February,5,11558.8952446749,27201
2026,Qtr 1,February,6,11569.05986529364,27293
2026,Qtr 1,February,7,11578.86938057908,27374
2026,Qtr 1,February,8,11587.78829454759,27426
2026,Qtr 1,February,9,11594.85923710733,27440
2026,Qtr 1,February,10,11605.58437267759,27577
2026,Qtr 1,February,11,11613.84291014828,27604
2026,Qtr 1,February,12,11624.09042750286,27617
2026,Qtr 1,February,13,11632.72228538056,27635
2026,Qtr 1,February,14,11641.07217838773,27806
2026,Qtr 1,February,15,11648.6332999625,27924
2026,Qtr 1,February,16,11654.47409134058,27951
2026,Qtr 1,February,17,11664.11896109738,27957
2026,Qtr 1,February,18,11671.46520691293,
2026,Qtr 1,February,19,11680.98186953847,27996
2026,Qtr 1,February,20,11689.07280646095,28034
2026,Qtr 1,February,21,11697.07504348307,28080
2026,Qtr 1,February,22,11704.47988535326,28136
2026,Qtr 1,February,23,11710.34875709943,28148
2026,Qtr 1,February,24,11720.19415940297,28196
2026,Qtr 1,February,25,11727.89696237838,28197
2026,Qtr 1,February,26,11737.9057565365,28257
2026,Qtr 1,February,27,11746.6005336466,28306
2026,Qtr 1,February,28,11755.29173779332,28354
2026,Qtr 1,March,1,11763.44214723489,28396
2026,Qtr 1,March,2,11770.08353618878,28451
2026,Qtr 1,March,3,11780.69847601845,28471
2026,Qtr 1,March,4,11789.1384756899,28491
2026,Qtr 1,March,5,11799.82415586482,28504
2026,Qtr 1,March,6,11809.10970573177,28673
2026,Qtr 1,March,7,11818.28264074496,28695
2026,Qtr 1,March,8,11826.78630187852,28738
