Year,Quarter,Month,Day,ECD Centre - FBProphet,ECD Centre - SS Targets
2027,Qtr 3,September,5,32078.7393084341,120317
2027,Qtr 3,September,6,32083.10794846107,120428
2027,Qtr 3,September,7,32097.655815307,120520
2027,Qtr 3,September,8,32108.40476432,120522
2027,Qtr 3,September,9,32123.08605440909,120686
2027,Qtr 3,September,10,32135.87183490284,120796
2027,Qtr 3,September,11,32147.5827197941,121062
2027,Qtr 3,September,12,32158.86722145329,121157
2027,Qtr 3,September,13,32162.68035626949,121749
2027,Qtr 3,September,14,32176.52623560409,121999
2027,Qtr 3,September,15,32186.43961709015,122058
2027,Qtr 3,September,16,32200.16949256174,122342
2027,Qtr 3,September,17,32211.90999943262,122660
2027,Qtr 3,September,18,32222.50728208942,122724
2027,Qtr 3,September,19,32232.63809792192,122858
2027,Qtr 3,September,20,32235.28750657722,122882
2027,Qtr 3,September,21,32247.99048473086,123386
2027,Qtr 3,September,22,32256.81247220979,123537
2027,Qtr 3,September,23,32269.53195750313,123705
2027,Qtr 3,September,24,32280.37042119955,123754
2027,Qtr 3,September,25,32290.19829462826,123895
2027,Qtr 3,September,26,32299.71275708354,124042
2027,Qtr 3,September,27,32301.91473612742,124176
2027,Qtr 3,September,28,32314.34997551873,124484
2027,Qtr 3,September,29,32323.08919450993,124493
2027,Qtr 3,September,30,32335.91045953563,124538
2027,Qtr 4,October,1,32347.02909448846,124601
2027,Qtr 4,October,2,32357.30378892631,124659
2027,Qtr 4,October,3,32367.4147239807,125087
2027,Qtr 4,October,4,32370.34107126152,125225
2027,Qtr 4,October,5,32383.60271477349,125401
2027,Qtr 4,October,6,32393.2412001373,125722
2027,Qtr 4,October,7,32407.00300835134,125936
2027,Qtr 4,October,8,32419.070452863,126078
2027,Qtr 4,October,9,32430.26882905053,126118
2027,Qtr 4,October,10,32441.24560373539,126119
2027,Qtr 4,October,11,32444.94896693451,126189
2027,Qtr 4,October,12,32458.87056285064,126822
2027,Qtr 4,October,13,32469.02737245822,126922
2027,Qtr 4,October,14,32483.14581504184,126990
2027,Qtr 4,October,15,32495.39334056648,127230
2027,Qtr 4,October,16,32506.58611891641,127324
2027,Qtr 4,October,17,32517.368595116,127404
2027,Qtr 4,October,18,32520.69221939102,127437
2027,Qtr 4,October,19,32534.05816131996,127481
2027,Qtr 4,October,20,32543.49897856646,127495
2027,Qtr 4,October,21,32556.76231167502,127810
2027,Qtr 4,October,22,32568.04188684986,128148
2027,Qtr 4,October,23,32578.18444846244,128169
2027,Qtr 4,October,24,32587.86841135473,128461
2027,Qtr 4,October,25,32590.0815674144,128574
2027,Qtr 4,October,26,32602.36268522944,128645
2027,Qtr 4,October,27,32610.78200596222,128795
2027,Qtr 4,October,28,32623.12374172069,129097
2027,Qtr 4,October,29,32633.61589427178,129240
2027,Qtr 4,October,30,32643.1360518388,129264
2027,Qtr 4,October,31,32652.38898905009,129355
2027,Qtr 4,November,1,32654.38343747068,129499
2027,Qtr 4,November,2,32666.6728954423,129597
2027,Qtr 4,November,3,32675.33550633758,129680
2027,Qtr 4,November,4,32688.15613271683,129681
2027,Qtr 4,November,5,32699.35596001695,129824
2027,Qtr 4,November,6,32709.79829735598,129864
2027,Qtr 4,November,7,32720.16640407366,129972
2027,Qtr 4,November,8,32723.44070653684,130082
2027,Qtr 4,November,9,32737.14026459961,130150
2027,Qtr 4,November,10,32747.30350126237,130755
2027,Qtr 4,November,11,32761.67130162365,130850
2027,Qtr 4,November,12,32774.417788088,131160
2027,Qtr 4,November,13,32786.35740819894,131494
2027,Qtr 4,November,14,32798.12412880473,131639
2027,Qtr 4,November,15,32802.65006345373,131872
2027,Qtr 4,November,16,32817.40835310134,132100
2027,Qtr 4,November,17,32828.39527380859,132185
2027,Qtr 4,November,18,32843.3146382304,132199
2027,Qtr 4,November,19,32856.30976025948,132660
2027,Qtr 4,November,20,32868.17158437212,
2027,Qtr 4,November,21,32879.51874235093,132954
2027,Qtr 4,November,22,32883.27683793852,133214
2027,Qtr 4,November,23,32896.92175863603,133633
2027,Qtr 4,November,24,32906.46197355488,133787
2027,Qtr 4,November,25,32919.62287590366,134124
2027,Qtr 4,November,26,32930.57843808639,134201
2027,Qtr 4,November,27,32940.15878647778,134335
2027,Qtr 4,November,28,32949.02947086145,134503
2027,Qtr 4,November,29,32950.16974788224,134505
2027,Qtr 4,November,30,32961.11470251749,134511
2027,Qtr 4,December,1,32967.93619659704,134521
2027,Qtr 4,December,2,32978.42573759191,134577
2027,Qtr 4,December,3,32986.8245738577,134747
2027,Qtr 4,December,4,32994.02966413058,135081
2027,Qtr 4,December,5,33000.77133839802,135295
2027,Qtr 4,December,6,33000.09001187115,135711
2027,Qtr 4,December,7,33009.57681750608,135829
2027,Qtr 4,December,8,33015.35318546987,136030
2027,Qtr 4,December,9,33025.25249896594,136317
2027,Qtr 4,December,10,33033.54916462888,136519
2027,Qtr 4,December,11,33041.1637722536,136597
2027,Qtr 4,December,12,33048.84018214735,136759
2027,Qtr 4,December,13,33049.62191661208,136870
2027,Qtr 4,December,14,33061.09272900377,136879
2027,Qtr 4,December,15,33069.35637976146,137063
2027,Qtr 4,December,16,33082.21874280673,137127
2027,Qtr 4,December,17,33093.91756767512,137137
2027,Qtr 4,December,18,33105.32855283477,137203
2027,Qtr 4,December,19,33117.1435432595,137212
2027,Qtr 4,December,20,33122.34819835192,137319
2027,Qtr 4,December,21,33138.46396891488,137504
2027,Qtr 4,December,22,33151.52937446245,138151
2027,Qtr 4,December,23,33169.2836638856,138175
2027,Qtr 4,December,24,33185.89814329347,138316
2027,Qtr 4,December,25,33202.18378494976,138424
2027,Qtr 4,December,26,33218.77088999341,138535
2027,Qtr 4,December,27,33228.58811293577,138793
2027,Qtr 4,December,28,33249.10565184761,138829
2027,Qtr 4,December,29,33266.31756501231,139408
2027,Qtr 4,December,30,33287.92627163413,140052
2027,Qtr 4,December,31,33308.07450076007,140110
2028,Qtr 1,January,1,33327.55328894346,140130
2028,Qtr 1,January,2,33346.98179254372,140138
2028,Qtr 1,January,3,33359.28622259082,140229
2028,Qtr 1,January,4,33381.94271274404,140295
2028,Qtr 1,January,5,33400.95909416743,140306
2028,Qtr 1,January,6,33424.05865396237,140498
2028,Qtr 1,January,7,33445.41116577623,140669
2028,Qtr 1,January,8,33465.83982223819,140879
2028,Qtr 1,January,9,33485.99986802634,141304
2028,Qtr 1,January,10,33498.85627721689,141709
2028,Qtr 1,January,11,33521.92532292634,141902
2028,Qtr 1,January,12,33541.25505121626,142117
2028,Qtr 1,January,13,33564.60777361193,142314
2028,Qtr 1,January,14,33586.1899030412,142334
2028,Qtr 1,January,15,33606.85779647999,142403
2028,Qtr 1,January,16,33627.29543324176,142770
2028,Qtr 1,January,17,33640.49129835111,142910
2028,Qtr 1,January,18,33663.97933975165,143057
2028,Qtr 1,January,19,33683.81902645253,143178
2028,Qtr 1,January,20,33707.77763110428,143184
2028,Qtr 1,January,21,33730.06006475095,143243
2028,Qtr 1,January,22,33751.51492375501,143418
2028,Qtr 1,January,23,33772.81256847265,143984
2028,Qtr 1,January,24,33786.92258802206,143995
2028,Qtr 1,January,25,33811.35549956183,144049
2028,Qtr 1,January,26,33832.14368426158,144106
2028,Qtr 1,January,27,33857.02465473148,144129
2028,Qtr 1,January,28,33880.17195001417,144344
2028,Qtr 1,January,29,33902.40228454299,144514
2028,Qtr 1,January,30,33924.35473612311,144775
2028,Qtr 1,January,31,33938.96929286375,144799
2028,Qtr 1,February,1,33963.72957420242,144946
2028,Qtr 1,February,2,33984.64469705611,145011
2028,Qtr 1,February,3,34009.43335375962,145081
2028,Qtr 1,February,4,34032.25537365834,145331
2028,Qtr 1,February,5,34053.91937509099,145366
2028,Qtr 1,February,6,34075.0622782772,145506
2028,Qtr 1,February,7,34088.62799003293,145761
2028,Qtr 1,February,8,34112.11007221768,145818
2028,Qtr 1,February,9,34131.53336754125,145867
2028,Qtr 1,February,10,34154.63765770508,146023
2028,Qtr 1,February,11,34175.60863949129,146178
2028,Qtr 1,February,12,34195.28484427257,146372
2028,Qtr 1,February,13,34214.33629458902,147137
2028,Qtr 1,February,14,34225.74223552203,147170
2028,Qtr 1,February,15,34247.03278241576,148033
2028,Qtr 1,February,16,34264.26949015748,148076
2028,Qtr 1,February,17,34285.22795153785,148088
2028,Qtr 1,February,18,34304.12774282817,148285
2028,Qtr 1,February,19,34321.83837355949,148782
2028,Qtr 1,February,20,34339.05706370057,148795
2028,Qtr 1,February,21,34348.78571266092,148885
2028,Qtr 1,February,22,34368.57192471729,148918
2028,Qtr 1,February,23,34384.48911477946,149220
2028,Qtr 1,February,24,34404.31881582892,149376
2028,Qtr 1,February,25,34422.28051468173,149815
2028,Qtr 1,February,26,34439.23767602966,149950
2028,Qtr 1,February,27,34455.87577531016,150307
2028,Qtr 1,February,28,34465.17969665828,150523
2028,Qtr 1,February,29,34484.67534710142,150967
2028,Qtr 1,March,1,34500.41049263114,151170
2028,Qtr 1,March,2,34520.13791492168,151235
2028,Qtr 1,March,3,34538.04618919203,151262
2028,Qtr 1,March,4,34554.96671422436,151344
2028,Qtr 1,March,5,34571.55278423512,151433
2028,Qtr 1,March,6,34580.75802703152,
2028,Qtr 1,March,7,34600.07902778671,151988
2028,Qtr 1,March,8,34615.53711320035,152232
2028,Qtr 1,March,9,34634.86236584117,152293
2028,Qtr 1,March,10,34652.22514296373,
2028,Qtr 1,March,11,34668.44370816737,152449
2028,Qtr 1,March,12,34684.16374719375,152673
2028,Qtr 1,March,13,34692.33707868998,153026
2028,Qtr 1,March,14,34710.46437087264,153280
2028,Qtr 1,March,15,34724.57683591716,153326
2028,Qtr 1,March,16,34742.41997447124,153469
2028,Qtr 1,March,17,34758.18465264928,153531
2028,Qtr 1,March,18,34772.71413315879,153547
2028,Qtr 1,March,19,34786.68284995364,153839
2028,Qtr 1,March,20,34793.07425960771,153925
2028,Qtr 1,March,21,34809.42260630435,153930
2028,Qtr 1,March,22,34821.79360103444,153956
2028,Qtr 1,March,23,34837.96711811207,154212
2028,Qtr 1,March,24,34852.16722308957,154385
2028,Qtr 1,March,25,34865.26818550645,154492
2028,Qtr 1,March,26,34877.97229674982,154500
2028,Qtr 1,March,27,34883.28685527291,154529
2028,Qtr 1,March,28,34898.76518241095,154753
2028,Qtr 1,March,29,34910.4866922314,154994
2028,Qtr 1,March,30,34926.23913717836,155111
2028,Qtr 1,March,31,34940.2483574908,155447
2028,Qtr 2,April,1,34953.38419655019,155671
2028,Qtr 2,April,2,34966.33840571774,155671
2028,Qtr 2,April,3,34972.10189864579,155785
2028,Qtr 2,April,4,34988.20621056727,155815
2028,Qtr 2,April,5,35000.70417301315,155883
2028,Qtr 2,April,6,35017.35290787437,156127
2028,Qtr 2,April,7,35032.34444661568,156251
2028,Qtr 2,April,8,35046.5126109626,156317
2028,Qtr 2,April,9,35060.51194989793,156404
2028,Qtr 2,April,10,35067.29606220267,156455
2028,Qtr 2,April,11,35084.36012818757,156483
2028,Qtr 2,April,12,35097.72262906243,156542
2028,Qtr 2,April,13,35115.10932666626,156808
2028,Qtr 2,April,14,35130.68477992436,156930
2028,Qtr 2,April,15,35145.26000754768,157108
2028,Qtr 2,April,16,35159.4720684478,157109
2028,Qtr 2,April,17,35166.26286988663,157244
2028,Qtr 2,April,18,35183.12201251942,157330
2028,Qtr 2,April,19,35196.06864145661,157432
2028,Qtr 2,April,20,35212.83537219792,157500
2028,Qtr 2,April,21,35227.5995695053,157539
2028,Qtr 2,April,22,35241.19059595779,157863
2028,Qtr 2,April,23,35254.26881420001,157894
2028,Qtr 2,April,24,35259.80367038445,158054
2028,Qtr 2,April,25,35275.3156898665,158277
2028,Qtr 2,April,26,35286.85737994367,158406
2028,Qtr 2,April,27,35302.19613715604,158479
2028,Qtr 2,April,28,35315.54446801732,158528
2028,Qtr 2,April,29,35327.76617193555,158537
2028,Qtr 2,April,30,35339.55430260387,158589
2028,Qtr 2,May,1,35343.90826691024,158590
2028,Qtr 2,May,2,35358.37492230299,158609
2028,Qtr 2,May,3,35369.02869470914,158689
2028,Qtr 2,May,4,35383.65383842719,158742
2028,Qtr 2,May,5,35396.4741666425,159098
2028,Qtr 2,May,6,35408.3589163722,159163
2028,Qtr 2,May,7,35420.00057397578,159350
2028,Qtr 2,May,8,35424.3920246337,159368
2028,Qtr 2,May,9,35439.06788543967,159550
2028,Qtr 2,May,10,35450.08503729355,159698
2028,Qtr 2,May,11,35465.20546467943,
2028,Qtr 2,May,12,35478.62671457289,159959
2028,Qtr 2,May,13,35491.18861632157,160141
2028,Qtr 2,May,14,35503.55206276179,160185
2028,Qtr 2,May,15,35508.6771869571,160215
2028,Qtr 2,May,16,35524.06576290847,160891
2028,Qtr 2,May,17,35535.74281277934,160952
2028,Qtr 2,May,18,35551.44049670994,161055
2028,Qtr 2,May,19,35565.32956407459,161128
2028,Qtr 2,May,20,35578.22697723479,161240
2028,Qtr 2,May,21,35590.77547978776,161457
2028,Qtr 2,May,22,35595.92241882091,162208
2028,Qtr 2,May,23,35611.16262879328,162244
2028,Qtr 2,May,24,35622.52034364673,162292
2028,Qtr 2,May,25,35637.73320256407,162734
2028,Qtr 2,May,26,35650.9836232012,162846
2028,Qtr 2,May,27,35663.10615422241,162870
2028,Qtr 2,May,28,35674.76658572602,163166
2028,Qtr 2,May,29,35678.94013929786,163212
2028,Qtr 2,May,30,35693.15356284658,163252
2028,Qtr 2,May,31,35703.46611916477,163360
2028,Qtr 2,June,1,35717.65256014497,163561
2028,Qtr 2,June,2,35729.93339039123,163592
2028,Qtr 2,June,3,35741.18106450464,163679
2028,Qtr 2,June,4,35752.09793066195,163750
2028,Qtr 2,June,5,35755.69327684645,163869
2028,Qtr 2,June,6,35769.52433906982,164071
2028,Qtr 2,June,7,35779.676293272,164354
2028,Qtr 2,June,8,35793.94435315038,164495
2028,Qtr 2,June,9,35806.5633046611,164602
2028,Qtr 2,June,10,35818.41314433653,164849
2028,Qtr 2,June,11,35830.19665207977,165037
2028,Qtr 2,June,12,35834.91626745358,165209
2028,Qtr 2,June,13,35850.11513568679,165214
2028,Qtr 2,June,14,35861.85734595841,165654
2028,Qtr 2,June,15,35877.91047902482,165786
2028,Qtr 2,June,16,35892.47578380531,165792
2028,Qtr 2,June,17,35906.39463330061,166026
2028,Qtr 2,June,18,35920.32706855491,166030
2028,Qtr 2,June,19,35927.22977316424,166188
2028,Qtr 2,June,20,35944.59831422297,166249
2028,Qtr 2,June,21,35958.44863898838,166354
2028,Qtr 2,June,22,35976.50090904696,166390
2028,Qtr 2,June,23,35992.91095533242,166565
2028,Qtr 2,June,24,36008.47796816118,166569
2028,Qtr 2,June,25,36023.82419589146,166621
2028,Qtr 2,June,26,36031.87396172454,166846
2028,Qtr 2,June,27,36050.09680463126,167698
2028,Qtr 2,June,28,36064.48970772131,167885
2028,Qtr 2,June,29,36082.76147457966,
2028,Qtr 2,June,30,36099.06452098522,
2028,Qtr 3,July,1,36114.20268603728,168313
2028,Qtr 3,July,2,36128.81083225235,168471
2028,Qtr 3,July,3,36135.83354632717,168795
2028,Qtr 3,July,4,36152.76775490057,168844
2028,Qtr 3,July,5,36165.6442329149,168902
2028,Qtr 3,July,6,36182.21108492244,168924
2028,Qtr 3,July,7,36196.66449154034,169074
2028,Qtr 3,July,8,36209.85535413388,169110
2028,Qtr 3,July,9,36222.46763977544,
2028,Qtr 3,July,10,36227.49577316535,169169
2028,Qtr 3,July,11,36242.48592633627,169309
2028,Qtr 3,July,12,36253.51622068994,169334
2028,Qtr 3,July,13,36268.37895805547,169555
2028,Qtr 3,July,14,36281.31020767905,169567
2028,Qtr 3,July,15,36293.19541429519,169599
2028,Qtr 3,July,16,36304.74685785383,169602
2028,Qtr 3,July,17,36308.98033575587,169721
2028,Qtr 3,July,18,36323.45593754521,169747
2028,Qtr 3,July,19,36334.25794015151,169820
2028,Qtr 3,July,20,36349.1769479664,169860
2028,Qtr 3,July,21,36362.43960609584,169876
2028,Qtr 3,July,22,36374.91454719502,169922
2028,Qtr 3,July,23,36387.29039168699,170020
2028,Qtr 3,July,24,36392.5531557504,170189
2028,Qtr 3,July,25,36408.22791535221,170220
2028,Qtr 3,July,26,36420.35972818835,170391
2028,Qtr 3,July,27,36436.69690779554,170488
2028,Qtr 3,July,28,36451.42194525278,170513
2028,Qtr 3,July,29,36465.35870401071,170558
2028,Qtr 3,July,30,36479.151671856,170585
2028,Qtr 3,July,31,36485.74458871435,
2028,Qtr 3,August,1,36502.62326403357,170658
2028,Qtr 3,August,2,36515.79755321723,170701
2028,Qtr 3,August,3,36532.9855580517,170869
2028,Qtr 3,August,4,36548.3453211357,171080
2028,Qtr 3,August,5,36562.68261906786,171097
2028,Qtr 3,August,6,36576.63062282922,171119
2028,Qtr 3,August,7,36583.12873412921,171143
2028,Qtr 3,August,8,36599.66540741827,171169
2028,Qtr 3,August,9,36612.25992898126,171324
2028,Qtr 3,August,10,36628.64622588929,171645
2028,Qtr 3,August,11,36643.00398827976,171689
2028,Qtr 3,August,12,36656.1657283839,171704
2028,Qtr 3,August,13,36668.79556801826,171981
2028,Qtr 3,August,14,36673.8670904985,172005
2028,Qtr 3,August,15,36688.90509694711,172351
2028,Qtr 3,August,16,36699.96627084589,172367
2028,Qtr 3,August,17,36714.82185724137,172566
2028,Qtr 3,August,18,36727.68767389283,172778
2028,Qtr 3,August,19,36739.43011078305,172788
2028,Qtr 3,August,20,36750.74394091583,172818
2028,Qtr 3,August,21,36754.62930684844,172827
2028,Qtr 3,August,22,36768.6327478708,172994
2028,Qtr 3,August,23,36778.82729234296,173142
2028,Qtr 3,August,24,36792.99473738651,173166
2028,Qtr 3,August,25,36805.35544368572,173194
2028,Qtr 3,August,26,36816.77430667495,173277
2028,Qtr 3,August,27,36827.93872616743,173331
2028,Qtr 3,August,28,36831.83593233175,173333
2028,Qtr 3,August,29,36845.99452093831,173352
2028,Qtr 3,August,30,36856.46520533801,173404
2028,Qtr 3,August,31,36871.00388579771,173497
2028,Qtr 3,September,1,36883.80233852783,173562
2028,Qtr 3,September,2,36895.69515719738,173721
2028,Qtr 3,September,3,36907.33873832502,173728
2028,Qtr 3,September,4,36911.68963654347,173807
2028,Qtr 3,September,5,36926.24711048197,173849
2028,Qtr 3,September,6,36937.03483526746,173967
2028,Qtr 3,September,7,36951.78485247881,174111
2028,Qtr 3,September,8,36964.66903267906,174169
2028,Qtr 3,September,9,36976.50665951405,174169
2028,Qtr 3,September,10,36987.94390708527,174408
2028,Qtr 3,September,11,36991.93252163207,174580
2028,Qtr 3,September,12,37005.9725184792,174597
2028,Qtr 3,September,13,37016.09386592247,174802
2028,Qtr 3,September,14,37030.04022815116,174987
2028,Qtr 3,September,15,37042.00004914169,175057
2028,Qtr 3,September,16,37052.81359865353,
2028,Qtr 3,September,17,37063.15176913589,175177
2028,Qtr 3,September,18,37065.99395611317,175189
2028,Qtr 3,September,19,37078.86985830495,175190
2028,Qtr 3,September,20,37087.84019744847,175254
2028,Qtr 3,September,21,37100.67946033726,175490
2028,Qtr 3,September,22,37111.60597661488,175659
2028,Qtr 3,September,23,37121.48798527488,175876
2028,Qtr 3,September,24,37131.02150973018,175988
2028,Qtr 3,September,25,37133.20740335128,176052
2028,Qtr 3,September,26,37145.59242842923,176083
2028,Qtr 3,September,27,37154.24939176974,176131
2028,Qtr 3,September,28,37166.95945848306,176293
2028,Qtr 3,September,29,37177.94197177308,176336
2028,Qtr 3,September,30,37188.06044069559,176438
2028,Qtr 4,October,1,37198.00051922887,176636
2028,Qtr 4,October,2,37200.74733636336,176829
2028,Qtr 4,October,3,37213.82703234755,176999
2028,Qtr 4,October,4,37223.28751106252,177098
2028,Qtr 4,October,5,37236.8815118243,177106
2028,Qtr 4,October,6,37248.79730565071,177309
2028,Qtr 4,October,7,37259.86565137512,177441
2028,Qtr 4,October,8,37270.73880532735,177536
2028,Qtr 4,October,9,37274.36891252742,177627
2028,Qtr 4,October,10,37288.25060158326,177727
2028,Qtr 4,October,11,37298.40276013625,177933
2028,Qtr 4,October,12,37312.55256185286,177935
2028,Qtr 4,October,13,37324.86701951856,177975
2028,Qtr 4,October,14,37336.16067189464,178030
2028,Qtr 4,October,15,37347.07517396627,178147
2028,Qtr 4,October,16,37350.55809881856,178191
2028,Qtr 4,October,17,37364.10575864482,178219
2028,Qtr 4,October,18,37373.74501254759,178234
2028,Qtr 4,October,19,37387.21712877833,178350
2028,Qtr 4,October,20,37398.70897859745,178478
2028,Qtr 4,October,21,37409.06017799489,178549
2028,Qtr 4,October,22,37418.94196122341,178645
2028,Qtr 4,October,23,37421.33511407291,178764
2028,Qtr 4,October,24,37433.77179890378,178801
2028,Qtr 4,October,25,37442.31626774859,178837
2028,Qtr 4,October,26,37454.74756308841,178878
2028,Qtr 4,October,27,37465.28951783818,178949
2028,Qtr 4,October,28,37474.81670652206,179175
2028,Qtr 4,October,29,37484.03216766922,179190
2028,Qtr 4,October,30,37485.94426070777,179513
2028,Qtr 4,October,31,37498.10752293717,179548
2028,Qtr 4,November,1,37506.60255365442,179643
2028,Qtr 4,November,2,37519.21805207526,179659
2028,Qtr 4,November,3,37530.18034305207,179692
2028,Qtr 4,November,4,37540.35905976463,179942
2028,Qtr 4,November,5,37550.44481478274,
2028,Qtr 4,November,6,37553.42622792437,180104
2028,Qtr 4,November,7,37566.8311752075,180153
2028,Qtr 4,November,8,37576.70727823102,180186
2028,Qtr 4,November,9,37590.80474659071,180232
2028,Qtr 4,November,10,37603.30688734956,180264
2028,Qtr 4,November,11,37615.03692532955,180482
2028,Qtr 4,November,12,37626.63693546897,180499
2028,Qtr 4,November,13,37631.04622159644,180521
2028,Qtr 4,November,14,37645.74396886948,180540
2028,Qtr 4,November,15,37656.73115022279,180655
2028,Qtr 4,November,16,37671.71475960127,181076
2028,Qtr 4,November,17,37684.83964645268,181089
2028,Qtr 4,November,18,37696.89655712117,181135
2028,Qtr 4,November,19,37708.50214877236,181140
2028,Qtr 4,November,20,37712.57827813015,181159
2028,Qtr 4,November,21,37726.59536468051,181236
2028,Qtr 4,November,22,37736.55478638546,181274
2028,Qtr 4,November,23,37750.17336433612,181466
2028,Qtr 4,November,24,37761.61520093233,181571
2028,Qtr 4,November,25,37771.6994741188,181573
2028,Qtr 4,November,26,37781.07995710312,181641
2028,Qtr 4,November,27,37782.72357647058,182183
2028,Qtr 4,November,28,37794.15282556614,182210
2028,Qtr 4,November,29,37801.4270145336,182467
2028,Qtr 4,November,30,37812.32544230203,182470
2028,Qtr 4,December,1,37821.07778869924,182672
2028,Qtr 4,December,2,37828.57036663318,182780
2028,Qtr 4,December,3,37835.52404397151,182792
2028,Qtr 4,December,4,37834.97118992822,182855
2028,Qtr 4,December,5,37844.49650525111,182939
2028,Qtr 4,December,6,37850.21675938855,183023
2028,Qtr 4,December,7,37859.96255991268,183082
2028,Qtr 4,December,8,37868.00748946521,183088
2028,Qtr 4,December,9,37875.27328332235,183203
2028,Qtr 4,December,10,37882.50688551499,183232
2028,Qtr 4,December,11,37882.75676099051,183251
2028,Qtr 4,December,12,37893.61333953415,183252
2028,Qtr 4,December,13,37901.18862434709,183310
2028,Qtr 4,December,14,37913.29809331831,183342
2028,Qtr 4,December,15,37924.1902239843,183465
2028,Qtr 4,December,16,37934.75230410583,183545
2028,Qtr 4,December,17,37945.68834805897,183687
2028,Qtr 4,December,18,37949.9964727223,183898
2028,Qtr 4,December,19,37965.21057938791,184051
2028,Qtr 4,December,20,37977.38134084291,184055
2028,Qtr 4,December,21,37994.25958429634,184087
2028,Qtr 4,December,22,38010.02736122836,184131
2028,Qtr 4,December,23,38025.50532472959,184216
2028,Qtr 4,December,24,38041.33219288332,184563
2028,Qtr 4,December,25,38050.44361109742,184817
2028,Qtr 4,December,26,38070.31522114047,184895
2028,Qtr 4,December,27,38086.94490032104,184942
2028,Qtr 4,December,28,38108.03722982079,184957
2028,Qtr 4,December,29,38127.7354564889,185014
2028,Qtr 4,December,30,38146.82954751067,185135
2028,Qtr 4,December,31,38165.93610150339,185171
2029,Qtr 1,January,1,38177.97742048378,185329
2029,Qtr 1,January,2,38200.42454871231,
2029,Qtr 1,January,3,38219.27924681546,185439
2029,Qtr 1,January,4,38242.25797166758,185455
2029,Qtr 1,January,5,38263.52314394109,185788
2029,Qtr 1,January,6,38283.8903259088,185800
2029,Qtr 1,January,7,38304.00710108705,185850
2029,Qtr 1,January,8,38316.83099221542,186028
2029,Qtr 1,January,9,38339.87125869303,186082
2029,Qtr 1,January,10,38359.1695790147,186086
2029,Qtr 1,January,11,38382.482726775,186233
2029,Qtr 1,January,12,38404.01256007005,186298
2029,Qtr 1,January,13,38424.61198354842,186385
2029,Qtr 1,January,14,38444.96270906804,186431
2029,Qtr 1,January,15,38458.05218254378,186556
2029,Qtr 1,January,16,38481.4145450553,186586
2029,Qtr 1,January,17,38501.11065581838,186697
2029,Qtr 1,January,18,38524.91030216502,186911
2029,Qtr 1,January,19,38547.02192702934,187003
2029,Qtr 1,January,20,38568.29853768924,187096
2029,Qtr 1,January,21,38589.41561998035,187151
2029,Qtr 1,January,22,38603.34841770175,187175
2029,Qtr 1,January,23,38627.61343157827,187183
2029,Qtr 1,January,24,38648.24914630236,187301
2029,Qtr 1,January,25,38672.99908695946,187305
2029,Qtr 1,January,26,38696.04250747817,187327
2029,Qtr 1,January,27,38718.20134385562,187358
2029,Qtr 1,January,28,38740.11922317429,187397
2029,Qtr 1,January,29,38754.73985374377,187415
2029,Qtr 1,January,30,38779.54961619332,187549
2029,Qtr 1,January,31,38800.55933038465,187735
2029,Qtr 1,February,1,38825.48826767673,187745
2029,Qtr 1,February,2,38848.49568223976,187815
2029,Qtr 1,February,3,38870.38846889132,187846
2029,Qtr 1,February,4,38891.80071760331,187848
2029,Qtr 1,February,5,38905.67247414545,187911
2029,Qtr 1,February,6,38929.49251627371,187983
2029,Qtr 1,February,7,38949.28011563907,188042
2029,Qtr 1,February,8,38972.76885609149,188191
2029,Qtr 1,February,9,38994.13778897596,188245
2029,Qtr 1,February,10,39014.21854532151,188283
2029,Qtr 1,February,11,39033.67419260896,188315
2029,Qtr 1,February,12,39045.47716768051,188390
2029,Qtr 1,February,13,39067.15112116008,188552
2029,Qtr 1,February,14,39084.75167258196,188678
2029,Qtr 1,February,15,39106.04917808699,188749
2029,Qtr 1,February,16,39125.25882368509,188856
2029,Qtr 1,February,17,39143.24669660439,188992
2029,Qtr 1,February,18,39160.70765427015,189075
2029,Qtr 1,February,19,39170.64235260387,189202
2029,Qtr 1,February,20,39190.59829649989,189301
2029,Qtr 1,February,21,39206.6499357061,189448
2029,Qtr 1,February,22,39226.58092781663,189556
2029,Qtr 1,February,23,39244.61389645375,189619
2029,Qtr 1,February,24,39261.61634702801,189693
2029,Qtr 1,February,25,39278.2785639897,189780
2029,Qtr 1,February,26,39287.59085001548,190208
2029,Qtr 1,February,27,39307.08496318003,190231
2029,Qtr 1,February,28,39322.81476318325,190232
2029,Qtr 1,March,1,39342.53917122378,190360
2029,Qtr 1,March,2,39360.4527500415,190380
2029,Qtr 1,March,3,39377.39254119161,190609
2029,Qtr 1,March,4,39394.01695513672,190616
2029,Qtr 1,March,5,39403.28404414086,190685
2029,Qtr 1,March,6,39422.6939823449,190687
2029,Qtr 1,March,7,39438.27073217786,190708
2029,Qtr 1,March,8,39457.74597049769,190742
2029,Qtr 1,March,9,39475.29055145352,190755
2029,Qtr 1,March,10,39491.7221161556,190833
2029,Qtr 1,March,11,39507.68462113844,190864
2029,Qtr 1,March,12,39516.1270960806,190930
2029,Qtr 1,March,13,39534.54644031277,190978
2029,Qtr 1,March,14,39548.96922753922,191245
2029,Qtr 1,March,15,39567.13558784503,191268
2029,Qtr 1,March,16,39583.23044519778,191286
