Year,Quarter,Month,Day,Playgroup - FBProphet,Playgroup - SS Targets
2027,Qtr 3,August,26,94763.5225958757,72631
2027,Qtr 3,August,27,94810.52558629126,72640
2027,Qtr 3,August,28,94848.21679854338,72698
2027,Qtr 3,August,29,94886.31344901511,72805
2027,Qtr 3,August,30,94914.43858510497,
2027,Qtr 3,August,31,94971.96213080018,72830
2027,Qtr 3,September,1,95016.80117782328,72843
2027,Qtr 3,September,2,95071.75443874355,
2027,Qtr 3,September,3,95126.70146445803,72876
2027,Qtr 3,September,4,95171.59426163608,72899
2027,Qtr 3,September,5,95216.01253547921,72899
2027,Qtr 3,September,6,95249.45961006699,72981
2027,Qtr 3,September,7,95311.2063975727,72995
2027,Qtr 3,September,8,95359.09409385784,73005
2027,Qtr 3,September,9,95415.87045402557,73041
2027,Qtr 3,September,10,95471.39020324257,73048
2027,Qtr 3,September,11,95515.6071883078,73084
2027,Qtr 3,September,12,95558.12948298147,73087
2027,Qtr 3,September,13,95588.51450508485,73204
2027,Qtr 3,September,14,95646.11154026673,73233
2027,Qtr 3,September,15,95688.86239073574,73272
2027,Qtr 3,September,16,95739.63505932868,73381
2027,Qtr 3,September,17,95788.42109539898,73418
2027,Qtr 3,September,18,95825.32429155594,73438
2027,Qtr 3,September,19,95860.11203784274,73528
2027,Qtr 3,September,20,95882.50649234749,73557
2027,Qtr 3,September,21,95932.02306872114,73574
2027,Qtr 3,September,22,95966.76706613561,73617
2027,Qtr 3,September,23,96009.76345798968,73671
2027,Qtr 3,September,24,96051.15056756638,73679
2027,Qtr 3,September,25,96081.16541439135,73701
2027,Qtr 3,September,26,96109.69212303674,73743
2027,Qtr 3,September,27,96126.55062666142,73749
2027,Qtr 3,September,28,96171.33322525675,73778
2027,Qtr 3,September,29,96202.19986828713,73802
2027,Qtr 3,September,30,96242.20720573406,73812
2027,Qtr 4,October,1,96281.50214636879,73823
2027,Qtr 4,October,2,96310.30770039375,73834
2027,Qtr 4,October,3,96338.47247468978,73865
2027,Qtr 4,October,4,96355.76101337258,73888
2027,Qtr 4,October,5,96401.6924892204,73906
2027,Qtr 4,October,6,96434.3385481013,74038
2027,Qtr 4,October,7,96476.65527173631,74045
2027,Qtr 4,October,8,96518.67991016258,74053
2027,Qtr 4,October,9,96550.52006735642,74158
2027,Qtr 4,October,10,96581.90661107519,74222
2027,Qtr 4,October,11,96602.48740174518,74246
2027,Qtr 4,October,12,96651.66925017879,74328
2027,Qtr 4,October,13,96687.41881529047,74343
2027,Qtr 4,October,14,96732.59732355304,74416
2027,Qtr 4,October,15,96777.15968766419,74445
2027,Qtr 4,October,16,96811.1456457035,74546
2027,Qtr 4,October,17,96844.23414305462,74610
2027,Qtr 4,October,18,96866.03801779546,74646
2027,Qtr 4,October,19,96915.94638071925,74685
2027,Qtr 4,October,20,96951.92539841616,74716
2027,Qtr 4,October,21,96996.85237422437,74731
2027,Qtr 4,October,22,97040.71373284711,74763
2027,Qtr 4,October,23,97073.59457253403,74835
2027,Qtr 4,October,24,97105.23106261548,74847
2027,Qtr 4,October,25,97125.30281375912,74898
2027,Qtr 4,October,26,97173.27268786314,74928
2027,Qtr 4,October,27,97207.18483854178,74980
2027,Qtr 4,October,28,97249.9959638177,75006
2027,Qtr 4,October,29,97291.7704653056,75027
2027,Qtr 4,October,30,97322.66726532074,75029
2027,Qtr 4,October,31,97352.48964370487,75031
2027,Qtr 4,November,1,97370.97529974383,75067
2027,Qtr 4,November,2,97417.63417583276,75097
2027,Qtr 4,November,3,97450.54489331045,75139
2027,Qtr 4,November,4,97492.68482957085,75220
2027,Qtr 4,November,5,97534.12456492921,75241
2027,Qtr 4,November,6,97565.01447063398,75279
2027,Qtr 4,November,7,97595.13480503627,75307
2027,Qtr 4,November,8,97614.18651370097,75370
2027,Qtr 4,November,9,97661.63024608686,75399
2027,Qtr 4,November,10,97695.4844015405,75556
2027,Qtr 4,November,11,97738.6571835809,75594
2027,Qtr 4,November,12,97781.14332991357,75645
2027,Qtr 4,November,13,97813.01321949255,75671
2027,Qtr 4,November,14,97843.96564664466,75682
2027,Qtr 4,November,15,97863.62137644862,75703
2027,Qtr 4,November,16,97911.36491023486,75704
2027,Qtr 4,November,17,97945.14519051989,75785
2027,Qtr 4,November,18,97987.81014371658,75876
2027,Qtr 4,November,19,98029.3056525937,75902
2027,Qtr 4,November,20,98059.6665917153,
2027,Qtr 4,November,21,98088.57115715278,75975
2027,Qtr 4,November,22,98105.63555699505,75991
2027,Qtr 4,November,23,98150.25645627978,76029
2027,Qtr 4,November,24,98180.4118838313,76107
2027,Qtr 4,November,25,98218.99549151919,76189
2027,Qtr 4,November,26,98256.01476426871,76254
2027,Qtr 4,November,27,98281.58083435237,76294
2027,Qtr 4,November,28,98305.46116484613,76319
2027,Qtr 4,November,29,98317.37221462242,76334
2027,Qtr 4,November,30,98356.81953521792,76371
2027,Qtr 4,December,1,98381.89607293636,76378
2027,Qtr 4,December,2,98415.61363977939,76477
2027,Qtr 4,December,3,98448.09822965364,76482
2027,Qtr 4,December,4,98469.57691423786,76601
2027,Qtr 4,December,5,98489.92766462418,76610
2027,Qtr 4,December,6,98498.96929034688,76632
2027,Qtr 4,December,7,98536.29902109317,76638
2027,Qtr 4,December,8,98560.08857298802,76692
2027,Qtr 4,December,9,98593.41372319167,76693
2027,Qtr 4,December,10,98626.44811933415,76804
2027,Qtr 4,December,11,98649.44909679265,76810
2027,Qtr 4,December,12,98672.30687605645,76864
2027,Qtr 4,December,13,98684.83434476111,76869
2027,Qtr 4,December,14,98726.60494923762,76888
2027,Qtr 4,December,15,98755.74952370526,77034
2027,Qtr 4,December,16,98795.28705430574,77087
2027,Qtr 4,December,17,98835.32006605872,77132
2027,Qtr 4,December,18,98866.02235664087,77178
2027,Qtr 4,December,19,98897.1903909961,77222
2027,Qtr 4,December,20,98918.5354958006,77223
2027,Qtr 4,December,21,98969.5243077291,77225
2027,Qtr 4,December,22,99008.17822956337,77327
2027,Qtr 4,December,23,99057.40681627521,77329
2027,Qtr 4,December,24,99107.20570534686,77338
2027,Qtr 4,December,25,99147.64674482936,77354
2027,Qtr 4,December,26,99188.43156821588,77383
2027,Qtr 4,December,27,99219.1856975509,77402
2027,Qtr 4,December,28,99279.3005800846,77421
2027,Qtr 4,December,29,99326.73427418593,77425
2027,Qtr 4,December,30,99384.34567965387,77464
2027,Qtr 4,December,31,99442.09291170524,77468
2028,Qtr 1,January,1,99490.02346947251,77510
2028,Qtr 1,January,2,99537.82745766641,77533
2028,Qtr 1,January,3,99575.13096420714,77564
2028,Qtr 1,January,4,99641.33703153157,77679
2028,Qtr 1,January,5,99694.42497957681,77842
2028,Qtr 1,January,6,99757.28302634117,77912
2028,Qtr 1,January,7,99819.9048628806,77918
2028,Qtr 1,January,8,99872.37789611162,77930
2028,Qtr 1,January,9,99924.43448357629,77951
2028,Qtr 1,January,10,99965.74332937933,78012
2028,Qtr 1,January,11,100035.748544223,78052
2028,Qtr 1,January,12,100092.4671895509,78182
2028,Qtr 1,January,13,100158.8203085944,78209
2028,Qtr 1,January,14,100224.8281512002,78239
2028,Qtr 1,January,15,100280.5973474541,78257
2028,Qtr 1,January,16,100335.8713862757,78282
2028,Qtr 1,January,17,100380.3215896375,78351
2028,Qtr 1,January,18,100453.386095614,78351
2028,Qtr 1,January,19,100513.0676691256,78412
2028,Qtr 1,January,20,100582.2653307062,78441
2028,Qtr 1,January,21,100650.9704868552,78472
2028,Qtr 1,January,22,100709.255283613,78543
2028,Qtr 1,January,23,100766.8244972092,78545
2028,Qtr 1,January,24,100813.3081025616,78581
2028,Qtr 1,January,25,100888.1019770179,78589
2028,Qtr 1,January,26,100949.1674982647,78695
2028,Qtr 1,January,27,101019.3649645937,78793
2028,Qtr 1,January,28,101088.6514587537,78819
2028,Qtr 1,January,29,101147.0708164891,78834
2028,Qtr 1,January,30,101204.3069568343,78844
2028,Qtr 1,January,31,101249.9776637244,78903
2028,Qtr 1,February,1,101323.4762323235,78905
2028,Qtr 1,February,2,101382.7717036515,78919
2028,Qtr 1,February,3,101450.7425901513,78966
2028,Qtr 1,February,4,101517.3746985249,78972
2028,Qtr 1,February,5,101572.7507071996,79010
2028,Qtr 1,February,6,101626.6027630745,79087
2028,Qtr 1,February,7,101668.6052058242,79092
2028,Qtr 1,February,8,101738.2148624745,79149
2028,Qtr 1,February,9,101793.4696748565,79212
2028,Qtr 1,February,10,101857.3206101578,79287
2028,Qtr 1,February,11,101919.8275155591,79327
2028,Qtr 1,February,12,101971.1466343939,79382
2028,Qtr 1,February,13,102021.0811121141,79428
2028,Qtr 1,February,14,102059.3716655659,79604
2028,Qtr 1,February,15,102125.5349230635,79645
2028,Qtr 1,February,16,102177.6602601869,79650
2028,Qtr 1,February,17,102238.7401394004,79674
2028,Qtr 1,February,18,102298.8646661066,79717
2028,Qtr 1,February,19,102348.2081222865,79758
2028,Qtr 1,February,20,102396.5788404,79766
2028,Qtr 1,February,21,102433.7096149849,79799
2028,Qtr 1,February,22,102499.0961721033,79847
2028,Qtr 1,February,23,102550.7945224649,79852
2028,Qtr 1,February,24,102611.752195362,79862
2028,Qtr 1,February,25,102672.0040434357,79874
2028,Qtr 1,February,26,102721.6603458065,79918
2028,Qtr 1,February,27,102770.4585285387,79958
2028,Qtr 1,February,28,102808.055647343,79973
2028,Qtr 1,February,29,102873.8690928316,79975
2028,Qtr 1,March,1,102925.8762787893,80043
2028,Qtr 1,March,2,102986.9482416326,80140
2028,Qtr 1,March,3,103047.0477705826,80142
2028,Qtr 1,March,4,103096.2197261857,80216
2028,Qtr 1,March,5,103144.1447989548,80241
2028,Qtr 1,March,6,103180.4337906,
2028,Qtr 1,March,7,103244.4698223965,80347
2028,Qtr 1,March,8,103294.2091837849,80370
2028,Qtr 1,March,9,103352.5157118934,80404
2028,Qtr 1,March,10,103409.3592951013,
2028,Qtr 1,March,11,103454.806143818,80462
2028,Qtr 1,March,12,103498.5720782554,80497
2028,Qtr 1,March,13,103530.3159262716,80515
2028,Qtr 1,March,14,103589.4804588183,80525
2028,Qtr 1,March,15,103634.0916108402,80573
2028,Qtr 1,March,16,103687.0909238762,80610
2028,Qtr 1,March,17,103738.5318585607,80641
2028,Qtr 1,March,18,103778.5676832174,80681
2028,Qtr 1,March,19,103817.0022574519,80681
2028,Qtr 1,March,20,103843.5808770399,80740
2028,Qtr 1,March,21,103897.8286828073,80746
2028,Qtr 1,March,22,103937.8474562311,80794
2028,Qtr 1,March,23,103986.645810386,80841
2028,Qtr 1,March,24,104034.3334921528,80846
2028,Qtr 1,March,25,104071.107562887,80865
2028,Qtr 1,March,26,104106.8018289288,80965
2028,Qtr 1,March,27,104131.1767305765,81003
2028,Qtr 1,March,28,104183.7572230906,81090
2028,Qtr 1,March,29,104222.6294909113,81139
2028,Qtr 1,March,30,104270.7715091251,81141
2028,Qtr 1,March,31,104318.2481602436,81166
2028,Qtr 2,April,1,104355.1986525447,81197
2028,Qtr 2,April,2,104391.387577857,81210
2028,Qtr 2,April,3,104416.4967722814,81228
2028,Qtr 2,April,4,104469.9654579479,81246
2028,Qtr 2,April,5,104509.7894427386,81264
2028,Qtr 2,April,6,104558.8543208529,81298
2028,Qtr 2,April,7,104607.1333062463,81358
2028,Qtr 2,April,8,104644.6773665213,81363
2028,Qtr 2,April,9,104681.1689161124,81382
2028,Qtr 2,April,10,104706.2161552012,81386
2028,Qtr 2,April,11,104759.1954596136,81397
2028,Qtr 2,April,12,104798.0525321777,81526
2028,Qtr 2,April,13,104845.6372003069,81536
2028,Qtr 2,April,14,104891.9024438148,81575
2028,Qtr 2,April,15,104926.8952840284,81648
2028,Qtr 2,April,16,104960.3107691674,81655
2028,Qtr 2,April,17,104981.7861319016,81675
2028,Qtr 2,April,18,105030.7425275402,81697
2028,Qtr 2,April,19,105065.1850801803,81699
2028,Qtr 2,April,20,105108.0361516372,81718
2028,Qtr 2,April,21,105149.3324595809,81854
2028,Qtr 2,April,22,105179.2137295085,81992
2028,Qtr 2,April,23,105207.4741787,82011
2028,Qtr 2,April,24,105223.853979037,82021
2028,Qtr 2,April,25,105267.8781838336,82045
2028,Qtr 2,April,26,105297.6539262134,82103
2028,Qtr 2,April,27,105336.2008852212,82104
2028,Qtr 2,April,28,105373.6457262613,82146
2028,Qtr 2,April,29,105400.2082771114,82151
2028,Qtr 2,April,30,105425.7508084882,82176
2028,Qtr 2,May,1,105440.0676290156,82192
2028,Qtr 2,May,2,105482.7225330049,82212
2028,Qtr 2,May,3,105511.84495057,82222
2028,Qtr 2,May,4,105550.4598257583,82247
2028,Qtr 2,May,5,105588.6819454017,82343
2028,Qtr 2,May,6,105616.7024822128,82352
2028,Qtr 2,May,7,105644.3391094672,82399
2028,Qtr 2,May,8,105661.3268719115,82412
2028,Qtr 2,May,9,105707.1573132802,82445
2028,Qtr 2,May,10,105739.8766602043,82446
2028,Qtr 2,May,11,105782.4180282176,
2028,Qtr 2,May,12,105824.7983041181,82522
2028,Qtr 2,May,13,105857.107393319,82542
2028,Qtr 2,May,14,105889.0611103917,82566
2028,Qtr 2,May,15,105910.2948164104,82572
2028,Qtr 2,May,16,105960.2052229405,82618
2028,Qtr 2,May,17,105996.7510847828,82664
2028,Qtr 2,May,18,106042.7876746821,82672
2028,Qtr 2,May,19,106088.2656290713,82697
2028,Qtr 2,May,20,106123.221797531,82719
2028,Qtr 2,May,21,106157.3333291104,82752
2028,Qtr 2,May,22,106180.2120662769,82764
2028,Qtr 2,May,23,106231.2466466796,82814
2028,Qtr 2,May,24,106268.4030289472,82857
2028,Qtr 2,May,25,106314.5583437523,82863
2028,Qtr 2,May,26,106359.6986809176,82870
2028,Qtr 2,May,27,106393.908479958,82890
2028,Qtr 2,May,28,106426.9228038875,82915
2028,Qtr 2,May,29,106448.4196243,82941
2028,Qtr 2,May,30,106497.8595839894,82983
2028,Qtr 2,May,31,106533.2840262555,83001
2028,Qtr 2,June,1,106577.6462697107,83108
2028,Qtr 2,June,2,106621.0068192536,83112
2028,Qtr 2,June,3,106653.5202604055,83113
2028,Qtr 2,June,4,106684.9851941261,83150
2028,Qtr 2,June,5,106705.1344125694,83300
2028,Qtr 2,June,6,106753.472847442,83316
2028,Qtr 2,June,7,106788.0741364906,83329
2028,Qtr 2,June,8,106831.9108325421,83339
2028,Qtr 2,June,9,106875.0489792332,83387
2028,Qtr 2,June,10,106907.6348208826,83418
2028,Qtr 2,June,11,106939.4450100576,83443
2028,Qtr 2,June,12,106960.1775056417,83448
2028,Qtr 2,June,13,107009.2906715528,83499
2028,Qtr 2,June,14,107044.8013868437,83564
2028,Qtr 2,June,15,107089.6171445774,83643
2028,Qtr 2,June,16,107133.7328057007,83656
2028,Qtr 2,June,17,107167.2197083236,83829
2028,Qtr 2,June,18,107199.7784217478,83880
2028,Qtr 2,June,19,107221.032258932,83905
2028,Qtr 2,June,20,107270.3689758692,83917
2028,Qtr 2,June,21,107305.7413868688,83932
2028,Qtr 2,June,22,107350.0017937925,83942
2028,Qtr 2,June,23,107393.1008209639,83964
2028,Qtr 2,June,24,107425.078288759,83983
2028,Qtr 2,June,25,107455.6173570306,83986
2028,Qtr 2,June,26,107474.3390048802,84002
2028,Qtr 2,June,27,107520.6442406019,84010
2028,Qtr 2,June,28,107552.5147497919,84079
2028,Qtr 2,June,29,107592.846873059,
2028,Qtr 2,June,30,107631.6495131216,
2028,Qtr 3,July,1,107659.0336269241,84138
2028,Qtr 3,July,2,107684.7645705219,84093
2028,Qtr 3,July,3,107698.5544128367,84018
2028,Qtr 3,July,4,107739.9016732985,84016
2028,Qtr 3,July,5,107766.8892624081,83992
2028,Qtr 3,July,6,107802.5155955206,83971
2028,Qtr 3,July,7,107836.8895640063,83939
2028,Qtr 3,July,8,107860.21710684,83899
2028,Qtr 3,July,9,107882.3507382477,
2028,Qtr 3,July,10,107893.0792332348,83826
2028,Qtr 3,July,11,107931.9650070127,83779
2028,Qtr 3,July,12,107957.1400411874,83756
2028,Qtr 3,July,13,107991.6353914073,83755
2028,Qtr 3,July,14,108025.5750136139,83696
2028,Qtr 3,July,15,108049.1616918304,83666
2028,Qtr 3,July,16,108072.2264486231,83582
2028,Qtr 3,July,17,108084.5186502837,83579
2028,Qtr 3,July,18,108125.544337264,83576
2028,Qtr 3,July,19,108153.3636115349,83561
2028,Qtr 3,July,20,108190.9220791583,83539
2028,Qtr 3,July,21,108228.2470344992,83491
2028,Qtr 3,July,22,108255.4361053569,83468
2028,Qtr 3,July,23,108282.2096652773,83462
2028,Qtr 3,July,24,108298.204141097,83445
2028,Qtr 3,July,25,108342.8136554778,83429
2028,Qtr 3,July,26,108373.9907411437,83400
2028,Qtr 3,July,27,108414.5810286661,83373
2028,Qtr 3,July,28,108454.5224990886,83306
2028,Qtr 3,July,29,108483.8369296033,83298
2028,Qtr 3,July,30,108512.1847542011,83217
2028,Qtr 3,July,31,108529.160392241,
2028,Qtr 3,August,1,108574.1354210525,83176
2028,Qtr 3,August,2,108605.0602790428,83127
2028,Qtr 3,August,3,108644.7993658679,83070
2028,Qtr 3,August,4,108683.3301117711,83058
2028,Qtr 3,August,5,108710.7336418919,82976
2028,Qtr 3,August,6,108736.7482720554,82962
2028,Qtr 3,August,7,108751.0629202863,82895
2028,Qtr 3,August,8,108793.1578574263,82887
2028,Qtr 3,August,9,108821.1035453417,82865
2028,Qtr 3,August,10,108857.8925043969,82853
2028,Qtr 3,August,11,108893.6348684967,82831
2028,Qtr 3,August,12,108918.5453484307,82781
2028,Qtr 3,August,13,108942.4929410681,82733
2028,Qtr 3,August,14,108955.2905730067,82673
2028,Qtr 3,August,15,108996.5322068084,82633
2028,Qtr 3,August,16,109024.3882605277,82627
2028,Qtr 3,August,17,109061.9343790108,82621
2028,Qtr 3,August,18,109099.3443039091,82615
2028,Qtr 3,August,19,109126.8746410914,82589
2028,Qtr 3,August,20,109154.412928034,82488
2028,Qtr 3,August,21,109171.7662400137,82484
2028,Qtr 3,August,22,109218.4978971751,82469
2028,Qtr 3,August,23,109252.7231398168,82454
2028,Qtr 3,August,24,109297.4388091569,82420
2028,Qtr 3,August,25,109342.7177614188,82398
2028,Qtr 3,August,26,109378.6957773776,82359
2028,Qtr 3,August,27,109415.1223169141,82332
2028,Qtr 3,August,28,109441.6522892802,82309
2028,Qtr 3,August,29,109497.6863197826,82299
2028,Qtr 3,August,30,109541.1702878062,82277
2028,Qtr 3,August,31,109594.9290725004,82271
2028,Qtr 3,September,1,109648.8651272495,82234
2028,Qtr 3,September,2,109692.9495355118,82205
2028,Qtr 3,September,3,109736.7767881685,82189
2028,Qtr 3,September,4,109769.860346853,82149
2028,Qtr 3,September,5,109831.4763738026,82136
2028,Qtr 3,September,6,109879.4663118264,82127
2028,Qtr 3,September,7,109936.5731707049,82067
2028,Qtr 3,September,8,109992.6420746591,82028
2028,Qtr 3,September,9,110037.6126723084,82011
2028,Qtr 3,September,10,110081.0746148093,81992
2028,Qtr 3,September,11,110112.56314981,81899
2028,Qtr 3,September,12,110171.4022129872,81880
2028,Qtr 3,September,13,110215.5057199451,81864
2028,Qtr 3,September,14,110267.7119513831,81813
2028,Qtr 3,September,15,110317.981639093,81792
2028,Qtr 3,September,16,110356.3874219585,
2028,Qtr 3,September,17,110392.6659583146,81671
2028,Qtr 3,September,18,110416.5098336063,81587
2028,Qtr 3,September,19,110467.4067445037,81564
2028,Qtr 3,September,20,110503.4367669527,81540
2028,Qtr 3,September,21,110547.6027081675,81522
2028,Qtr 3,September,22,110590.0242566628,81511
2028,Qtr 3,September,23,110620.9237025399,81488
2028,Qtr 3,September,24,110650.1746111037,81434
2028,Qtr 3,September,25,110667.5906765262,81397
2028,Qtr 3,September,26,110712.7623131664,81295
2028,Qtr 3,September,27,110743.8518551403,81221
2028,Qtr 3,September,28,110783.9224122513,81217
2028,Qtr 3,September,29,110823.1311282775,81199
2028,Qtr 3,September,30,110851.714628753,81180
2028,Qtr 4,October,1,110879.5380390052,81060
2028,Qtr 4,October,2,110896.3847798217,80980
2028,Qtr 4,October,3,110941.7946626925,80959
2028,Qtr 4,October,4,110973.8611043705,80916
2028,Qtr 4,October,5,111015.5624444183,80916
2028,Qtr 4,October,6,111056.9580356298,80891
2028,Qtr 4,October,7,111088.1768089685,80811
2028,Qtr 4,October,8,111118.9696014104,80797
2028,Qtr 4,October,9,111139.0023574996,80795
2028,Qtr 4,October,10,111187.6976285949,80751
2028,Qtr 4,October,11,111223.0350929928,80748
2028,Qtr 4,October,12,111267.8859881782,80695
2028,Qtr 4,October,13,111312.2120394325,80688
2028,Qtr 4,October,14,111346.0565099156,80621
2028,Qtr 4,October,15,111379.0985953322,80617
2028,Qtr 4,October,16,111400.9482217203,80612
2028,Qtr 4,October,17,111450.988632457,80605
2028,Qtr 4,October,18,111487.1774651124,80604
2028,Qtr 4,October,19,111532.3812026898,80587
2028,Qtr 4,October,20,111576.5735926204,80538
2028,Qtr 4,October,21,111609.8256832267,80532
2028,Qtr 4,October,22,111641.8587399152,80495
2028,Qtr 4,October,23,111662.3371520829,80476
2028,Qtr 4,October,24,111710.7087808912,80464
2028,Qtr 4,October,25,111745.0035222279,80455
2028,Qtr 4,October,26,111788.1650504515,80453
2028,Qtr 4,October,27,111830.2464222704,80393
2028,Qtr 4,October,28,111861.3972787762,80376
2028,Qtr 4,October,29,111891.4139959176,80374
2028,Qtr 4,October,30,111910.0299795193,80373
2028,Qtr 4,October,31,111956.7536347276,80368
2028,Qtr 4,November,1,111989.6648562077,80333
2028,Qtr 4,November,2,112031.745066898,80328
2028,Qtr 4,November,3,112073.0715352953,80269
2028,Qtr 4,November,4,112103.8037469166,80269
2028,Qtr 4,November,5,112133.7332038011,
2028,Qtr 4,November,6,112152.573857087,80223
2028,Qtr 4,November,7,112199.8006966355,80223
2028,Qtr 4,November,8,112233.4473235559,80177
2028,Qtr 4,November,9,112276.4374990697,80169
2028,Qtr 4,November,10,112318.7813525409,80139
2028,Qtr 4,November,11,112350.5639658442,80099
2028,Qtr 4,November,12,112381.4976399269,80098
2028,Qtr 4,November,13,112401.2149731253,80094
2028,Qtr 4,November,14,112449.1101945395,80040
2028,Qtr 4,November,15,112483.1394948662,80032
2028,Qtr 4,November,16,112526.1552643835,80013
2028,Qtr 4,November,17,112568.1048393534,79877
2028,Qtr 4,November,18,112599.0213970353,79862
2028,Qtr 4,November,19,112628.5782350465,79840
2028,Qtr 4,November,20,112646.38350339,79839
2028,Qtr 4,November,21,112691.8227818826,79817
2028,Qtr 4,November,22,112722.8602069295,79772
2028,Qtr 4,November,23,112762.3730320811,79731
2028,Qtr 4,November,24,112800.3502122785,79682
2028,Qtr 4,November,25,112826.8826548023,79680
2028,Qtr 4,November,26,112851.7163895149,79636
2028,Qtr 4,November,27,112864.5457570676,79561
2028,Qtr 4,November,28,112904.8540507101,79520
2028,Qtr 4,November,29,112930.7123697863,79504
2028,Qtr 4,November,30,112965.1116331186,79488
2028,Qtr 4,December,1,112998.1584136604,79422
2028,Qtr 4,December,2,113020.0623144955,79421
2028,Qtr 4,December,3,113040.6862191703,79394
2028,Qtr 4,December,4,113049.8365963881,79374
2028,Qtr 4,December,5,113087.1013746569,79372
2028,Qtr 4,December,6,113110.6462212173,79309
2028,Qtr 4,December,7,113143.5442437767,79269
2028,Qtr 4,December,8,113175.969838842,79207
2028,Qtr 4,December,9,113198.1844594686,79170
2028,Qtr 4,December,10,113220.0856770046,79077
2028,Qtr 4,December,11,113231.4967461926,78897
2028,Qtr 4,December,12,113272.0042055206,78886
2028,Qtr 4,December,13,113299.7543500547,78799
2028,Qtr 4,December,14,113337.7835848163,78699
2028,Qtr 4,December,15,113376.2133590767,78676
2028,Qtr 4,December,16,113405.2374188175,78663
2028,Qtr 4,December,17,113434.6727053626,78618
2028,Qtr 4,December,18,113454.2510534329,78598
2028,Qtr 4,December,19,113503.4591566052,78597
2028,Qtr 4,December,20,113540.3375676489,78591
2028,Qtr 4,December,21,113587.8136683073,78580
2028,Qtr 4,December,22,113635.8992338639,78552
2028,Qtr 4,December,23,113674.6802554087,78542
2028,Qtr 4,December,24,113713.8702763556,78518
2028,Qtr 4,December,25,113743.1043299799,78510
2028,Qtr 4,December,26,113801.7808863621,78429
2028,Qtr 4,December,27,113847.8625251926,78398
2028,Qtr 4,December,28,113904.2102279909,78262
2028,Qtr 4,December,29,113960.7818851761,78258
2028,Qtr 4,December,30,114007.6226628741,78241
2028,Qtr 4,December,31,114054.418480257,78239
2029,Qtr 1,January,1,114090.7896907281,78233
2029,Qtr 1,January,2,114156.1323938301,
2029,Qtr 1,January,3,114208.4181240708,78223
2029,Qtr 1,January,4,114270.5268501527,78215
2029,Qtr 1,January,5,114332.4439288372,78184
2029,Qtr 1,January,6,114384.248714368,78179
2029,Qtr 1,January,7,114435.6661357311,78176
2029,Qtr 1,January,8,114476.358400017,78159
2029,Qtr 1,January,9,114545.7643151392,78146
2029,Qtr 1,January,10,114601.8970438076,78082
2029,Qtr 1,January,11,114667.6752852472,78046
2029,Qtr 1,January,12,114733.1185872302,78035
2029,Qtr 1,January,13,114788.3345412371,78034
2029,Qtr 1,January,14,114843.0692168975,78031
2029,Qtr 1,January,15,114886.9980284913,78024
2029,Qtr 1,January,16,114959.5645509288,77996
2029,Qtr 1,January,17,115018.7781102171,77961
2029,Qtr 1,January,18,115087.545146612,77936
2029,Qtr 1,January,19,115155.8650433658,77921
2029,Qtr 1,January,20,115213.8181532154,77911
2029,Qtr 1,January,21,115271.1173478058,77817
2029,Qtr 1,January,22,115317.4002426282,77815
2029,Qtr 1,January,23,115392.0695667533,77807
2029,Qtr 1,January,24,115453.092447877,77802
2029,Qtr 1,January,25,115523.3335517938,77761
2029,Qtr 1,January,26,115592.7527074293,77759
2029,Qtr 1,January,27,115651.3946871076,77757
2029,Qtr 1,January,28,115708.9424060748,77739
2029,Qtr 1,January,29,115755.0106359608,77601
2029,Qtr 1,January,30,115828.9876486901,77559
2029,Qtr 1,January,31,115888.8355154203,77536
2029,Qtr 1,February,1,115957.4239619924,77526
2029,Qtr 1,February,2,116024.7283839453,77349
2029,Qtr 1,February,3,116080.8196731374,77348
2029,Qtr 1,February,4,116135.4171134431,77345
2029,Qtr 1,February,5,116178.1814449588,77315
2029,Qtr 1,February,6,116248.5555292015,77263
2029,Qtr 1,February,7,116304.5633666061,77243
2029,Qtr 1,February,8,116369.1424045122,77204
2029,Qtr 1,February,9,116432.3397842462,77116
2029,Qtr 1,February,10,116484.3002323893,77084
2029,Qtr 1,February,11,116534.8169125836,77082
2029,Qtr 1,February,12,116573.6224002405,77054
2029,Qtr 1,February,13,116640.2272776455,77025
2029,Qtr 1,February,14,116692.7171658521,77012
2029,Qtr 1,February,15,116754.0831946672,76978
2029,Qtr 1,February,16,116814.4166185057,76969
2029,Qtr 1,February,17,116863.8953365558,76962
2029,Qtr 1,February,18,116912.3336794397,76961
2029,Qtr 1,February,19,116949.4726615732,76930
2029,Qtr 1,February,20,117014.8182233603,76868
2029,Qtr 1,February,21,117066.4382951468,76777
2029,Qtr 1,February,22,117127.2936881097,76750
2029,Qtr 1,February,23,117187.4335118518,76740
2029,Qtr 1,February,24,117236.9828574143,76736
2029,Qtr 1,February,25,117285.6940769567,76729
2029,Qtr 1,February,26,117323.238818016,76726
2029,Qtr 1,February,27,117389.0482860222,76717
2029,Qtr 1,February,28,117441.1125088295,76709
2029,Qtr 1,March,1,117502.3135442769,76676
2029,Qtr 1,March,2,117562.6232622984,76658
2029,Qtr 1,March,3,117612.0933699848,76655
2029,Qtr 1,March,4,117660.4089405975,76587
2029,Qtr 1,March,5,117697.1825363823,76576
2029,Qtr 1,March,6,117761.7963350451,76549
2029,Qtr 1,March,7,117812.2029760446,76516
2029,Qtr 1,March,8,117871.2600181025,76462
